sample_id,image_name,true_algo,is_stego,path,p_WOW,tau_WOW,tau_fpr10_WOW,range_low_WOW,range_high_WOW,margin_WOW,inside_range_WOW,p_S-UNIWARD,tau_S-UNIWARD,tau_fpr10_S-UNIWARD,range_low_S-UNIWARD,range_high_S-UNIWARD,margin_S-UNIWARD,inside_range_S-UNIWARD,p_HILL,tau_HILL,tau_fpr10_HILL,range_low_HILL,range_high_HILL,margin_HILL,inside_range_HILL,p_HUGO,tau_HUGO,tau_fpr10_HUGO,range_low_HUGO,range_high_HUGO,margin_HUGO,inside_range_HUGO,p_MiPOD,tau_MiPOD,tau_fpr10_MiPOD,range_low_MiPOD,range_high_MiPOD,margin_MiPOD,inside_range_MiPOD,pred_algo,decision,top1_algo,top2_algo,top1_score,top2_score,top1_top2_margin,top1_evidence,top2_evidence,max_evidence,num_activated_templates,activated_templates,E_WOW,G_WOW,S_WOW,E_S-UNIWARD,G_S-UNIWARD,S_S-UNIWARD,E_HILL,G_HILL,S_HILL,E_HUGO,G_HUGO,S_HUGO,E_MiPOD,G_MiPOD,S_MiPOD
WOW__STEGO__3272.pgm,3272.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\3272.pgm,0.5843304751797633,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.09287539705476333,0,0.5296587444919232,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.024287650741923184,1,0.5240902200632737,0.50048828125,0.548828125,0.50048828125,0.548828125,0.02360193881327366,1,0.4912194696733231,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.036612561576676916,0,0.5174337257859808,0.4921875,0.62451171875,0.4921875,0.62451171875,0.02524622578598079,1,WOW,ATTRIBUTED,WOW,S-UNIWARD,1.5670792389689483,1.0527157276027819,0.5143635113661664,1.3344752303413803,0.8027157276027819,1.3344752303413803,1,WOW,1.3344752303413803,0.9304160345102717,1.5670792389689483,0.8027157276027819,1.0,1.0527157276027819,0.6261916004658714,1.0,0.8761916004658714,0.5303446058355994,0.9640495728488739,0.7713569990478178,0.4473234092684412,1.0,0.6973234092684413
WOW__STEGO__6553.pgm,6553.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\6553.pgm,0.9799381975595722,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.48848311943457223,0,0.8838389091905732,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.3784678154405732,0,0.9666001780666844,0.50048828125,0.548828125,0.50048828125,0.548828125,0.4661118968166844,0,0.8902942261220291,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.36246219487202913,0,0.9078038011721642,0.4921875,0.62451171875,0.4921875,0.62451171875,0.4156163011721642,0,WOW,ATTRIBUTED,WOW,HUGO,3.358948381935498,2.602065627045258,0.7568827548902402,3.2023429058515855,2.4244704745831513,3.2023429058515855,5,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",3.2023429058515855,0.6264219043356497,3.358948381935498,2.406748701481591,0.7035528036926493,2.582636902404753,2.3431747710396142,0.6585123171812934,2.5078028503349374,2.4244704745831513,0.7103806098484267,2.602065627045258,1.9913581559621674,0.7532997301139946,2.179683088490666
WOW__STEGO__2930.pgm,2930.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\2930.pgm,0.5440444787262739,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.05258940060127393,0,0.19284318455981606,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.3125279091901839,0,0.5517548819379882,0.50048828125,0.548828125,0.50048828125,0.548828125,0.05126660068798816,0,0.49823761716193465,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.029594414088065346,0,0.5262058231415154,0.4921875,0.62451171875,0.4921875,0.62451171875,0.03401832314151543,1,WOW|HILL,AMBIGUOUS,WOW,HILL,1.3244939855118742,1.0308930530825595,0.29360093242931473,1.0823279784957156,0.7816236726226179,1.0823279784957156,1,WOW,1.0823279784957156,0.9686640280646344,1.3244939855118742,-1.1609461218532129,0.7315952104318454,-0.9780473192452516,0.7816236726226179,0.9970775218397668,1.0308930530825595,0.5695915071127555,0.9708392124151197,0.8123013102165355,0.4945931930103538,1.0,0.7445931930103538
WOW__STEGO__5964.pgm,5964.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\5964.pgm,0.9910492885631179,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.4995942104381179,0,0.9924812819385679,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4871101881885679,0,0.99440175138534,0.50048828125,0.548828125,0.50048828125,0.548828125,0.49391347013534004,0,0.9909096166863416,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.4630775854363416,0,0.9918120900983038,0.4921875,0.62451171875,0.4921875,0.62451171875,0.49962459009830384,0,WOW,ATTRIBUTED,WOW,S-UNIWARD,3.3821329636444717,2.7844127232969864,0.5977202403474853,3.2272579139915663,2.6266320068547624,3.2272579139915663,5,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",3.2272579139915663,0.6195001986116215,3.3821329636444717,2.6266320068547624,0.631122865768897,2.7844127232969864,2.3933730018589014,0.6404567877297903,2.553487198791349,2.6116396486577105,0.6423835184200991,2.772235528262735,2.122855044846709,0.6926015761277268,2.2960054388786406
WOW__STEGO__1554.pgm,1554.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\1554.pgm,0.9740919790859391,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.48263690096093914,0,0.9505947548144925,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4452236610644925,0,0.7689067580749571,0.50048828125,0.548828125,0.50048828125,0.548828125,0.2684184768249571,0,0.9183338856080049,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.3905018543580049,0,0.9772408443444813,0.4921875,0.62451171875,0.4921875,0.62451171875,0.48505334434448133,0,WOW,ATTRIBUTED,WOW,S-UNIWARD,3.346757317237036,2.70638705803758,0.640370259199456,3.189233609850663,2.5418570907544997,3.189233609850663,5,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",3.189233609850663,0.6300948295454922,3.346757317237036,2.5418570907544997,0.6581198691323213,2.70638705803758,1.9862215938055785,0.8024556959226701,2.186835517786246,2.4766310821988156,0.6907384461428379,2.649315693734525,2.100046896885448,0.7027675293342344,2.2757387792190067
WOW__STEGO__987.pgm,987.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\987.pgm,0.9897116988662837,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.49825662074128374,0,0.9939730484115986,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4886019546615986,0,0.9881308789536605,0.50048828125,0.548828125,0.50048828125,0.548828125,0.4876425977036605,0,0.012479699745327848,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5153523315046722,0,0.9922444632191525,0.4921875,0.62451171875,0.4921875,0.62451171875,0.5000569632191525,0,WOW,ATTRIBUTED,WOW,S-UNIWARD,3.3793409108595514,2.78719674051202,0.5921441703475314,3.2242585633270866,2.629651220579924,3.2242585633270866,4,"WOW,S-UNIWARD,HILL,MiPOD",3.2242585633270866,0.6203293901298582,3.3793409108595514,2.629651220579924,0.6301820797283828,2.78719674051202,2.3820503800002126,0.6444856295176441,2.543171787379624,-2.146865087791044,0.5972901134164498,-1.9975425594369314,2.1235318318751757,0.6923021785531478,2.2966073765134625
WOW__STEGO__249.pgm,249.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\249.pgm,0.9845160126963748,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.4930609345713748,0,0.8927496741072254,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.3873785803572254,0,0.9694979473172858,0.50048828125,0.548828125,0.50048828125,0.548828125,0.4690096660672858,0,0.9759464471055739,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.4481144158555739,0,0.9808392914980092,0.4921875,0.62451171875,0.4921875,0.62451171875,0.4886517914980092,0,WOW,ATTRIBUTED,WOW,HUGO,3.3684981951605266,2.7468214740169596,0.621676721143567,3.2126079915538237,2.5838045026004113,3.2126079915538237,5,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",3.2126079915538237,0.6235608144268117,3.3684981951605266,2.42478336322284,0.697311458928216,2.599111227954894,2.3484069529753433,0.6566068625546881,2.512558668614015,2.5838045026004113,0.6520678856661941,2.7468214740169596,2.105679491139574,0.7002432020717573,2.2807402916575135
WOW__STEGO__536.pgm,536.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\536.pgm,0.31541958621743976,0.491455078125,0.51220703125,0.491455078125,0.51220703125,-0.17603549190756024,0,0.4340414368524965,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.07132965689750348,0,0.5055310854026236,0.50048828125,0.548828125,0.50048828125,0.548828125,0.005042804152623592,1,0.24707795312525604,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.28075407812474396,0,0.43518127083048463,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.057006229169515366,0,UNKNOWN,UNKNOWN_OR_COVER,HILL,S-UNIWARD,0.7719183304434554,0.4780478407710158,0.29387048967243956,0.5219183304434554,0.24525912079671064,0.5219183304434554,0,,-0.3486193338332033,0.8385882197133181,-0.1389722789048738,0.24525912079671064,0.9311548798972207,0.4780478407710158,0.5219183304434554,1.0,0.7719183304434554,-0.8349441706065621,0.7552140362973514,-0.6461406615322243,0.004093517897639121,0.9445881853482684,0.24024056423470622
WOW__STEGO__2135.pgm,2135.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\2135.pgm,0.983342959990771,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.49188788186577104,0,0.9506864014093018,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.44531530765930183,0,0.670608279935473,0.50048828125,0.548828125,0.50048828125,0.548828125,0.170119998685473,0,0.45014787409847073,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.07768415715152927,0,0.9003546962924533,0.4921875,0.62451171875,0.4921875,0.62451171875,0.40816719629245335,0,WOW,ATTRIBUTED,WOW,S-UNIWARD,3.3660507695301876,2.7065574653536713,0.6594933041765163,3.209977591199851,2.542042575990906,3.209977591199851,4,"WOW,S-UNIWARD,HILL,MiPOD",3.209977591199851,0.6242927133213452,3.3660507695301876,2.542042575990906,0.6580595574510614,2.7065574653536713,1.4493936246748602,0.8853429853948143,1.6707293710235638,0.30066393021041404,0.9252566160833122,0.531978084231242,1.9796981861046947,0.7589320907876029,2.1694312088015955
WOW__STEGO__3282.pgm,3282.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\3282.pgm,0.9898303422461273,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.4983752641211273,0,0.9856629695759892,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4802918758259892,0,0.9858276338086983,0.50048828125,0.548828125,0.50048828125,0.548828125,0.4853393525586983,0,0.8497219425324707,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.3218899112824707,0,0.8810019911062638,0.4921875,0.62451171875,0.4921875,0.62451171875,0.38881449110626376,0,WOW,ATTRIBUTED,WOW,S-UNIWARD,3.3795885530082903,2.7716924890613717,0.6078960639469186,3.2245246038782454,2.6128322984957766,3.2245246038782454,5,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",3.2245246038782454,0.6202557965201805,3.3795885530082903,2.6128322984957766,0.6354407622623802,2.7716924890613717,2.377891664588858,0.6459717487062506,2.5393846017654207,2.348996128489722,0.739795043949412,2.533944889477075,1.949405692875591,0.7737625214090078,2.1428463232278427
WOW__STEGO__3025.pgm,3025.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\3025.pgm,0.5095584666889605,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.018103388563960543,1,0.5042838002089753,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.0010872935410246587,0,0.4979229092872637,0.50048828125,0.548828125,0.50048828125,0.548828125,-0.002565371962736318,0,0.529825997255541,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.0019939660055410258,1,0.5037535915922698,0.4921875,0.62451171875,0.4921875,0.62451171875,0.011566091592269845,1,UNKNOWN,UNKNOWN_OR_COVER,WOW,HUGO,1.1164824260004662,0.9962401222994264,0.12024230370103983,0.8664824260004662,0.7462401222994264,0.8664824260004662,0,,0.8664824260004662,1.0,1.1164824260004662,0.65477775813801,0.9989132973484214,0.9045060824751153,0.4791722963766262,0.9974379157918785,0.7285317753245958,0.7462401222994264,1.0,0.9962401222994264,0.3736059208859095,1.0,0.6236059208859095
WOW__STEGO__4338.pgm,4338.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\4338.pgm,0.11920292202211755,0.491455078125,0.51220703125,0.491455078125,0.51220703125,-0.3722521561028824,0,0.552298250809177,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.04692715705917705,0,0.5620563145817888,0.50048828125,0.548828125,0.50048828125,0.548828125,0.06156803333178884,0,0.11536140159594613,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.4124706296540539,0,0.6001297732833716,0.4921875,0.62451171875,0.4921875,0.62451171875,0.10794227328337158,1,UNKNOWN,UNKNOWN_OR_COVER,S-UNIWARD,MiPOD,1.1797379751109769,1.1429436666686006,0.0367943084423763,0.9347058733510086,0.8929436666686006,0.9347058733510086,0,,-1.576725797584052,0.6891804395585822,-1.4044306876944066,0.9347058733510086,0.9801284070398734,1.1797379751109769,0.8395015902801827,0.9868589184013472,1.0862163198805195,-1.5715297870853842,0.6620126399455609,-1.4060266270989938,0.8929436666686006,1.0,1.1429436666686006
WOW__STEGO__3829.pgm,3829.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\3829.pgm,0.5003256797329941,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.008870601607994133,1,0.5260840865985046,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.020712992848504586,1,0.6943026711575786,0.50048828125,0.548828125,0.50048828125,0.548828125,0.1938143899075786,0,0.007518718061432194,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5203133131885678,0,0.625209303080424,0.4921875,0.62451171875,0.4921875,0.62451171875,0.133021803080424,0,HILL,ATTRIBUTED,HILL,MiPOD,1.7986719682571954,1.2779142006149027,0.5207577676422928,1.5825189938849804,1.0280885358836631,1.5825189938849804,2,"HILL,MiPOD",0.8086950541400939,1.0,1.058695054140094,0.781875184097079,1.0,1.031875184097079,1.5825189938849804,0.86461189748886,1.7986719682571954,-2.1746079015038617,0.594334306019194,-2.0260243249990633,1.0280885358836631,0.9993026589249581,1.2779142006149027
WOW__STEGO__8169.pgm,8169.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\8169.pgm,0.8967949426280529,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.4053398645030529,0,0.9523087167764015,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4469376230264015,0,0.9443823883953985,0.50048828125,0.548828125,0.50048828125,0.548828125,0.44389410714539845,0,0.008093289897373068,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5197387413526269,0,0.6396235149903111,0.4921875,0.62451171875,0.4921875,0.62451171875,0.14743601499031112,0,WOW|S-UNIWARD,AMBIGUOUS,WOW,S-UNIWARD,3.186089004842791,2.709574220741231,0.47651478410156,3.0159062298544024,2.5453260100346653,3.0159062298544024,4,"WOW,S-UNIWARD,HILL,MiPOD",3.0159062298544024,0.6807310999535552,3.186089004842791,2.5453260100346653,0.6569928428262636,2.709574220741231,2.303058561736265,0.6733067465237046,2.4713852483671914,-2.1713947795000283,0.5946758918959809,-2.022725806526033,1.1057617139361813,0.9850018139478612,1.3520121674231467
