sample_id,image_name,true_algo,is_stego,path,p_WOW,tau_WOW,tau_fpr10_WOW,range_low_WOW,range_high_WOW,p_S-UNIWARD,tau_S-UNIWARD,tau_fpr10_S-UNIWARD,range_low_S-UNIWARD,range_high_S-UNIWARD,p_HILL,tau_HILL,tau_fpr10_HILL,range_low_HILL,range_high_HILL,p_HUGO,tau_HUGO,tau_fpr10_HUGO,range_low_HUGO,range_high_HUGO,p_MiPOD,tau_MiPOD,tau_fpr10_MiPOD,range_low_MiPOD,range_high_MiPOD,z_WOW,z_S-UNIWARD,z_HILL,z_HUGO,z_MiPOD,pred_algo,decision,decision_stage,candidate_algorithms,num_candidates,max_z_evidence,top1_mahal_algo,top2_mahal_algo,top1_mahal_norm,top2_mahal_norm,mahal_norm_separation,top1_cos_algo,top2_cos_algo,top1_cosine,top2_cosine,cosine_separation,M_WOW,Mn_WOW,COS_WOW,M_S-UNIWARD,Mn_S-UNIWARD,COS_S-UNIWARD,M_HILL,Mn_HILL,COS_HILL,M_HUGO,Mn_HUGO,COS_HUGO,M_MiPOD,Mn_MiPOD,COS_MiPOD
COVER__TEST__3272.pgm,3272.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3272.pgm,0.44969470251980614,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.52264380211542,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.5151244738626289,0.50048828125,0.548828125,0.50048828125,0.548828125,0.48899256247755524,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.5087500221272317,0.4921875,0.62451171875,0.4921875,0.62451171875,1.2525740756550494,1.2187686497947914,1.0519065485182844,1.0979213813732267,0.8836276658470443,S-UNIWARD|WOW,AMBIGUOUS,cosine_insufficient_separation,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,1.2525740756550494,S-UNIWARD,MiPOD,0.31618648906520136,0.35620660816754934,0.040020119102347984,S-UNIWARD,WOW,0.9474973799811279,0.9439135094140467,0.0035838705670812043,1.5605589601597785,0.4419921459908913,0.9439135094140467,0.9755330469749148,0.31618648906520136,0.9474973799811279,1.1415169864378363,0.3692420404191629,0.8714524377063564,1.2671712786505924,0.4117632023681019,0.8561115339505593,1.0891778866428037,0.35620660816754934,0.9062583353638478
COVER__TEST__6553.pgm,6553.pgm,COVER,0,<BOSSBASE_ROOT>\cover\6553.pgm,0.012722708199923246,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.2964505348882407,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.10447732313023693,0.50048828125,0.548828125,0.50048828125,0.548828125,0.30352531987446146,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.3405948414092276,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6048377177570656,0.3305077981315314,-0.47242047949664984,0.40682904084624555,0.29895738879008865,UNKNOWN,UNKNOWN_OR_COVER,evidence_rejection,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,0.40682904084624555,MiPOD,S-UNIWARD,0.6472602078160248,0.7033476932822758,0.056087485466250975,HUGO,S-UNIWARD,0.3513358448026908,-0.0214104263209299,0.3727462711236207,3.48315583083724,0.9865231367706943,-0.27857460132842804,2.1700450273475993,0.7033476932822758,-0.0214104263209299,2.711178632941205,0.876974361539703,-0.1559175185264765,2.2536257447711594,0.7323083858042883,0.3513358448026908,1.9791365154164595,0.6472602078160248,-0.05438226408246303
COVER__TEST__2930.pgm,2930.pgm,COVER,0,<BOSSBASE_ROOT>\cover\2930.pgm,0.2641684869137796,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.21816924312317362,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4581668709177294,0.50048828125,0.548828125,0.50048828125,0.548828125,0.49813557535268166,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.3170032391635806,0.4921875,0.62451171875,0.4921875,0.62451171875,0.46396843196821147,0.023097203002272925,0.8404792599933165,1.131990287982582,0.21693012943189335,HUGO,ATTRIBUTED,cosine_tiebreaker,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,1.131990287982582,HUGO,HILL,0.4685051532493006,0.541817590028337,0.07331243677903637,HUGO,MiPOD,0.8509093405728908,0.679097571061246,0.17181176951164479,2.4589931663626543,0.696452805901219,0.6231769382279444,2.1722906244489635,0.704075528659598,0.5625712433723872,1.6750367370574732,0.541817590028337,0.6508235498319326,1.441790501635409,0.4685051532493006,0.8509093405728908,1.91336917583179,0.6257515440348793,0.679097571061246
COVER__TEST__5964.pgm,5964.pgm,COVER,0,<BOSSBASE_ROOT>\cover\5964.pgm,0.010652510839726164,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.01159736182363297,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.019493871727031764,0.50048828125,0.548828125,0.50048828125,0.548828125,0.007785654765367813,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.009746104052554064,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.613637386938395,-0.7881104755557373,-0.7878800453961313,-0.6951629577316197,-0.8513932700972183,UNKNOWN,UNKNOWN_OR_COVER,evidence_rejection,,0,-0.613637386938395,MiPOD,WOW,1.0045225110935256,1.0295917039370979,0.02506919284357223,HUGO,WOW,-0.8793191601214931,-0.9143986654410163,0.035079505319523197,3.6352197057327897,1.0295917039370979,-0.9143986654410163,3.3084864562204146,1.0723354989930982,-0.9448115256097397,3.3031596921297868,1.0684601622603676,-0.9317256961400433,3.3071319908588994,1.0746418279462477,-0.8793191601214931,3.0715424156402333,1.0045225110935256,-0.9655487411564984
COVER__TEST__1554.pgm,1554.pgm,COVER,0,<BOSSBASE_ROOT>\cover\1554.pgm,0.00959645473238191,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.013273887454385737,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.009746104052554064,0.50048828125,0.548828125,0.50048828125,0.548828125,0.016277460912713496,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.06008665017400762,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6181263040630246,-0.7815267602097272,-0.8240638730508854,-0.6635205927333456,-0.6763607737902081,UNKNOWN,UNKNOWN_OR_COVER,evidence_rejection,MiPOD,1,-0.6181263040630246,MiPOD,WOW,0.947790989171354,1.020969056564617,0.07317806739326305,HUGO,WOW,-0.8677973261031385,-0.922012409090946,0.05421508298780742,3.6047753873450583,1.020969056564617,-0.922012409090946,3.2769300287664245,1.0621075358963499,-0.9473192053766143,3.2638567018641216,1.0557469775310233,-0.9268969416131567,3.26671414863506,1.0615081810373472,-0.8677973261031385,2.898073654150676,0.947790989171354,-0.9522811839691769
COVER__TEST__987.pgm,987.pgm,COVER,0,<BOSSBASE_ROOT>\cover\987.pgm,0.010448625445116808,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.009412589587609823,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.008916127052872005,0.50048828125,0.548828125,0.50048828125,0.548828125,0.006692850924284856,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.008187909901696235,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6145040308912674,-0.7966900750763147,-0.8271447573842836,-0.6992349887472914,-0.8568110621747539,UNKNOWN,UNKNOWN_OR_COVER,evidence_rejection,,0,-0.6145040308912674,MiPOD,WOW,1.0066463550369356,1.0313386962941222,0.024692341257186667,HUGO,WOW,-0.8767075053546215,-0.9135971465293551,0.03688964117473359,3.6413878799884043,1.0313386962941222,-0.9135971465293551,3.3203055359521616,1.076166259351193,-0.943568499779066,3.332696763668097,1.0780144034082337,-0.9360688522639288,3.3154218599647938,1.0773355940596105,-0.8767075053546215,3.078036522725283,1.0066463550369356,-0.9676019628051252
COVER__TEST__249.pgm,249.pgm,COVER,0,<BOSSBASE_ROOT>\cover\249.pgm,0.9108630617274585,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.25590111940251914,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.03656250415974464,0.50048828125,0.548828125,0.50048828125,0.548828125,0.9639839292499327,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.13998317845438807,0.4921875,0.62451171875,0.4921875,0.62451171875,3.212835969495673,0.17127026301242054,-0.7245210821060344,2.8678452276845983,-0.39856305666892156,UNKNOWN,UNKNOWN_OR_COVER,outside_all_mahalanobis_radii,,0,3.212835969495673,S-UNIWARD,WOW,1.0416767840287346,1.084464090990202,0.042787306961467264,HUGO,WOW,0.5385284041439856,0.4999204913595246,0.03860791278446102,3.8289597892564493,1.084464090990202,0.4999204913595246,3.2138948444347712,1.0416767840287346,0.37732162274535985,3.6416685104842994,1.1779562873939438,0.15924586936505009,3.518978509051395,1.1434806678182863,0.5385284041439856,3.6169917011096056,1.182907182952161,0.24146607680074283
COVER__TEST__536.pgm,536.pgm,COVER,0,<BOSSBASE_ROOT>\cover\536.pgm,0.1288536400418638,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.382487365836115,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.48514993756064506,0.50048828125,0.548828125,0.50048828125,0.548828125,0.22815650216092537,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.4159067400117612,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.11120662654975413,0.6683743919033541,0.9406407190687468,0.12598800441661248,0.5608144926486447,UNKNOWN,UNKNOWN_OR_COVER,evidence_rejection,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,0.9406407190687468,HILL,MiPOD,0.4517045610422754,0.5093860358998892,0.05768147485761377,HILL,MiPOD,0.9014854251963782,0.8717084630641613,0.029776962132216922,2.9761878436338143,0.8429362077707271,0.666444483876683,1.7546059421552485,0.5686969747087139,0.7796789474764725,1.3964510343834722,0.4517045610422754,0.9014854251963782,2.3311098969698305,0.757486610074079,0.6327350322279662,1.5575567475318397,0.5093860358998892,0.8717084630641613
COVER__TEST__2135.pgm,2135.pgm,COVER,0,<BOSSBASE_ROOT>\cover\2135.pgm,0.03978780836936238,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.6074885403658274,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.028925717867727442,0.50048828125,0.548828125,0.50048828125,0.548828125,0.039195133203298156,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.4650837792477026,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.4897936488051413,1.5519538961167363,-0.7528689221710002,-0.5781242307643222,0.7318015120919307,S-UNIWARD,ATTRIBUTED,mahalanobis_separated,"S-UNIWARD,MiPOD",2,1.5519538961167363,S-UNIWARD,MiPOD,0.6379466484539128,0.8634479682222671,0.2255013197683543,S-UNIWARD,MiPOD,0.36418377402105656,0.1663673670854155,0.19781640693564106,4.231052828519216,1.198347622371518,0.12322715060247086,1.9682625896305994,0.6379466484539128,0.36418377402105656,3.6700577735426765,1.1871392514165666,0.1263093714334659,3.665945242102512,1.1912370316676537,0.06628828332066128,2.640176829094624,0.8634479682222671,0.1663673670854155
COVER__TEST__3282.pgm,3282.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3282.pgm,0.012100385813544712,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.024469669638716426,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.01028830113371619,0.50048828125,0.548828125,0.50048828125,0.548828125,0.019832710804008783,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.012970386437368456,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6074829878310962,-0.7375609289540083,-0.8220512311420051,-0.6502729381392046,-0.8401825416070824,UNKNOWN,UNKNOWN_OR_COVER,evidence_rejection,MiPOD,1,-0.6074829878310962,MiPOD,WOW,0.9967175858227796,1.024717300825857,0.027999715003077408,HUGO,WOW,-0.867000906149773,-0.9182289441353284,0.05122803798555542,3.6180094599859465,1.024717300825857,-0.9182289441353284,3.2587024623017156,1.056199678379323,-0.9411282010789069,3.305303562756124,1.0691536317171242,-0.9443010182652929,3.266413565783777,1.0614105076134728,-0.867000906149773,3.047677187379792,0.9967175858227796,-0.9732497222770783
COVER__TEST__3025.pgm,3025.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3025.pgm,0.5073122532856656,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5031966727530013,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.5001007914529499,0.50048828125,0.548828125,0.50048828125,0.548828125,0.5338531572877162,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.5058247792052629,0.4921875,0.62451171875,0.4921875,0.62451171875,1.4974856939993721,1.1423997821373901,0.9961384636392291,1.265081970109286,0.8734566881683097,WOW|S-UNIWARD,AMBIGUOUS,cosine_insufficient_separation,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,1.4974856939993721,S-UNIWARD,MiPOD,0.3494398150780199,0.3829169070214096,0.033477091943389714,WOW,S-UNIWARD,0.9391745826221479,0.9190031199096058,0.02017146271254211,1.3657013788103551,0.3868032535863337,0.9391745826221479,1.0781298357979996,0.3494398150780199,0.9190031199096058,1.2527139613708935,0.4052104915246047,0.8319668904268944,1.2155939178850577,0.39500330605706224,0.851874540728028,1.170850337939836,0.3829169070214096,0.87327551023302
COVER__TEST__4338.pgm,4338.pgm,COVER,0,<BOSSBASE_ROOT>\cover\4338.pgm,0.010408314101072437,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.2598256379609837,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.48757427527681674,0.50048828125,0.548828125,0.50048828125,0.548828125,0.006823954786776902,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.6982265789711667,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6146753800093105,0.18668184550487726,0.9496398890354824,-0.698746466494466,1.5424316974131098,MiPOD,ATTRIBUTED,mahalanobis_separated,"S-UNIWARD,HILL,MiPOD",3,1.5424316974131098,MiPOD,HILL,0.42570742710846593,0.6177182210705047,0.19201079396203874,HILL,MiPOD,0.6336911818266447,0.5956529254273418,0.03803825639930292,4.044864359444348,1.1456140550369431,0.2836071480143298,2.7808838852383833,0.9013307287724623,0.35703011027228354,1.909684610624713,0.6177182210705047,0.6336911818266447,3.5696047699140894,1.159931507296707,0.1635170854681711,1.3016915047461635,0.42570742710846593,0.5956529254273418
COVER__TEST__3829.pgm,3829.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3829.pgm,0.4264410165154511,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5158485709011283,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.6125994089985654,0.50048828125,0.548828125,0.50048828125,0.548828125,0.0015669887925500437,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.6864751506634867,0.4921875,0.62451171875,0.4921875,0.62451171875,1.1537309662882438,1.192083780082939,1.4137346481817312,-0.7183350950955599,1.5015723506173166,HILL,ATTRIBUTED,cosine_tiebreaker,"WOW,S-UNIWARD,HILL,MiPOD",4,1.5015723506173166,MiPOD,HILL,0.3743887036168184,0.4087033350508091,0.03431463143399066,HILL,MiPOD,0.9019332223066692,0.8700866787851065,0.03184654352156269,2.163497729081049,0.6127605739580944,0.8674999179335082,1.653214345640572,0.5358342715721021,0.8534251808575885,1.2635121364963628,0.4087033350508091,0.9019332223066692,3.1733196997795727,1.03115995740566,0.3789851413453753,1.144773532097134,0.3743887036168184,0.8700866787851065
