sample_id,image_name,true_algo,is_stego,path,p_WOW,p_S-UNIWARD,p_HILL,p_HUGO,p_MiPOD
COVER__BOWS2__0.4bpp__1048.pgm,1048.pgm,COVER,0,${BOWS2_ROOT}/cover/1048.pgm,0.5097656,0.5097656,0.5102539,0.50439453,0.5058594
COVER__BOWS2__0.4bpp__1049.pgm,1049.pgm,COVER,0,${BOWS2_ROOT}/cover/1049.pgm,0.5136719,0.50439453,0.50439453,0.5102539,0.5019531
COVER__BOWS2__0.4bpp__105.pgm,105.pgm,COVER,0,${BOWS2_ROOT}/cover/105.pgm,0.062561035,0.029586792,0.072387695,0.08093262,0.22302246
COVER__BOWS2__0.4bpp__1050.pgm,1050.pgm,COVER,0,${BOWS2_ROOT}/cover/1050.pgm,0.49365234,0.5053711,0.51953125,0.5097656,0.52490234
COVER__BOWS2__0.4bpp__1051.pgm,1051.pgm,COVER,0,${BOWS2_ROOT}/cover/1051.pgm,0.5058594,0.50634766,0.5078125,0.50634766,0.5073242
COVER__BOWS2__0.4bpp__1052.pgm,1052.pgm,COVER,0,${BOWS2_ROOT}/cover/1052.pgm,0.25610352,0.47583008,0.47070312,0.5209961,0.45654297
COVER__BOWS2__0.4bpp__1053.pgm,1053.pgm,COVER,0,${BOWS2_ROOT}/cover/1053.pgm,0.51708984,0.50927734,0.51416016,0.5078125,0.51123047
COVER__BOWS2__0.4bpp__1054.pgm,1054.pgm,COVER,0,${BOWS2_ROOT}/cover/1054.pgm,0.50097656,0.51171875,0.5214844,0.51464844,0.5078125
COVER__BOWS2__0.4bpp__1055.pgm,1055.pgm,COVER,0,${BOWS2_ROOT}/cover/1055.pgm,0.49609375,0.50634766,0.5073242,0.5078125,0.51171875
COVER__BOWS2__0.4bpp__1056.pgm,1056.pgm,COVER,0,${BOWS2_ROOT}/cover/1056.pgm,0.5097656,0.5136719,0.51220703,0.51123047,0.51171875
COVER__BOWS2__0.4bpp__1057.pgm,1057.pgm,COVER,0,${BOWS2_ROOT}/cover/1057.pgm,0.50683594,0.5239258,0.54003906,0.5107422,0.5576172
COVER__BOWS2__0.4bpp__1058.pgm,1058.pgm,COVER,0,${BOWS2_ROOT}/cover/1058.pgm,0.48706055,0.49804688,0.5019531,0.49951172,0.4946289
COVER__BOWS2__0.4bpp__1059.pgm,1059.pgm,COVER,0,${BOWS2_ROOT}/cover/1059.pgm,0.49047852,0.49169922,0.5102539,0.50390625,0.50878906
COVER__BOWS2__0.4bpp__106.pgm,106.pgm,COVER,0,${BOWS2_ROOT}/cover/106.pgm,0.62646484,0.48754883,0.56689453,0.94873047,0.59472656
COVER__BOWS2__0.4bpp__1060.pgm,1060.pgm,COVER,0,${BOWS2_ROOT}/cover/1060.pgm,0.51904297,0.5102539,0.5107422,0.5126953,0.51123047
COVER__BOWS2__0.4bpp__1061.pgm,1061.pgm,COVER,0,${BOWS2_ROOT}/cover/1061.pgm,0.60498047,0.54785156,0.5239258,0.50683594,0.5107422
COVER__BOWS2__0.4bpp__1062.pgm,1062.pgm,COVER,0,${BOWS2_ROOT}/cover/1062.pgm,0.018096924,0.04534912,0.009162903,0.27392578,0.024658203
COVER__BOWS2__0.4bpp__1063.pgm,1063.pgm,COVER,0,${BOWS2_ROOT}/cover/1063.pgm,0.013687134,0.060516357,0.5722656,0.51171875,0.21435547
COVER__BOWS2__0.4bpp__1064.pgm,1064.pgm,COVER,0,${BOWS2_ROOT}/cover/1064.pgm,0.5161133,0.50927734,0.5102539,0.50683594,0.51123047
COVER__BOWS2__0.4bpp__1065.pgm,1065.pgm,COVER,0,${BOWS2_ROOT}/cover/1065.pgm,0.5083008,0.5083008,0.50878906,0.5131836,0.51171875
COVER__BOWS2__0.4bpp__1066.pgm,1066.pgm,COVER,0,${BOWS2_ROOT}/cover/1066.pgm,0.009124756,0.008575439,0.0104522705,0.008155823,0.010650635
COVER__BOWS2__0.4bpp__1067.pgm,1067.pgm,COVER,0,${BOWS2_ROOT}/cover/1067.pgm,0.36645508,0.49975586,0.062316895,0.23913574,1.1920929e-07
COVER__BOWS2__0.4bpp__1068.pgm,1068.pgm,COVER,0,${BOWS2_ROOT}/cover/1068.pgm,0.5805664,0.4650879,0.51123047,0.53466797,0.4675293
COVER__BOWS2__0.4bpp__1069.pgm,1069.pgm,COVER,0,${BOWS2_ROOT}/cover/1069.pgm,0.018539429,0.020690918,0.44921875,0.27954102,0.5078125
COVER__BOWS2__0.4bpp__107.pgm,107.pgm,COVER,0,${BOWS2_ROOT}/cover/107.pgm,0.5444336,0.48535156,0.48388672,0.5600586,0.62841797
COVER__BOWS2__0.4bpp__1070.pgm,1070.pgm,COVER,0,${BOWS2_ROOT}/cover/1070.pgm,0.06451416,0.40698242,0.5234375,0.5229492,0.45458984
COVER__BOWS2__0.4bpp__1071.pgm,1071.pgm,COVER,0,${BOWS2_ROOT}/cover/1071.pgm,0.56591797,0.5107422,0.5136719,0.5097656,0.5239258
COVER__BOWS2__0.4bpp__1072.pgm,1072.pgm,COVER,0,${BOWS2_ROOT}/cover/1072.pgm,0.75927734,0.4428711,0.12756348,0.017715454,0.040252686
COVER__BOWS2__0.4bpp__1073.pgm,1073.pgm,COVER,0,${BOWS2_ROOT}/cover/1073.pgm,0.6118164,0.3149414,0.5913086,0.62939453,0.62597656
COVER__BOWS2__0.4bpp__1074.pgm,1074.pgm,COVER,0,${BOWS2_ROOT}/cover/1074.pgm,0.51953125,0.50878906,0.52490234,0.51416016,0.5161133
COVER__BOWS2__0.4bpp__1075.pgm,1075.pgm,COVER,0,${BOWS2_ROOT}/cover/1075.pgm,0.5595703,0.50927734,0.5371094,0.51464844,0.51123047
COVER__BOWS2__0.4bpp__1076.pgm,1076.pgm,COVER,0,${BOWS2_ROOT}/cover/1076.pgm,0.5078125,0.5083008,0.5097656,0.50439453,0.51171875
COVER__BOWS2__0.4bpp__1077.pgm,1077.pgm,COVER,0,${BOWS2_ROOT}/cover/1077.pgm,0.40014648,0.53271484,0.34155273,0.37841797,0.55322266
COVER__BOWS2__0.4bpp__1078.pgm,1078.pgm,COVER,0,${BOWS2_ROOT}/cover/1078.pgm,0.5102539,0.5083008,0.51416016,0.5019531,0.5175781
COVER__BOWS2__0.4bpp__1079.pgm,1079.pgm,COVER,0,${BOWS2_ROOT}/cover/1079.pgm,0.49023438,0.50341797,0.5102539,0.50927734,0.5161133
COVER__BOWS2__0.4bpp__108.pgm,108.pgm,COVER,0,${BOWS2_ROOT}/cover/108.pgm,0.034606934,0.107055664,0.5029297,0.515625,0.53027344
COVER__BOWS2__0.4bpp__1080.pgm,1080.pgm,COVER,0,${BOWS2_ROOT}/cover/1080.pgm,0.67089844,0.40600586,0.5253906,0.5258789,0.54296875
COVER__BOWS2__0.4bpp__1081.pgm,1081.pgm,COVER,0,${BOWS2_ROOT}/cover/1081.pgm,0.5126953,0.5078125,0.5102539,0.50878906,0.51464844
COVER__BOWS2__0.4bpp__1082.pgm,1082.pgm,COVER,0,${BOWS2_ROOT}/cover/1082.pgm,0.019012451,0.01461792,0.064086914,0.34179688,0.19006348
COVER__BOWS2__0.4bpp__1083.pgm,1083.pgm,COVER,0,${BOWS2_ROOT}/cover/1083.pgm,0.013023376,0.008514404,0.010612488,0.013168335,0.015075684
COVER__BOWS2__0.4bpp__1084.pgm,1084.pgm,COVER,0,${BOWS2_ROOT}/cover/1084.pgm,0.5053711,0.50683594,0.5058594,0.5058594,0.5102539
COVER__BOWS2__0.4bpp__1085.pgm,1085.pgm,COVER,0,${BOWS2_ROOT}/cover/1085.pgm,0.5053711,0.5097656,0.50683594,0.50927734,0.50927734
COVER__BOWS2__0.4bpp__1086.pgm,1086.pgm,COVER,0,${BOWS2_ROOT}/cover/1086.pgm,0.50927734,0.5078125,0.5078125,0.50439453,0.5131836
COVER__BOWS2__0.4bpp__1087.pgm,1087.pgm,COVER,0,${BOWS2_ROOT}/cover/1087.pgm,0.5053711,0.50683594,0.51708984,0.4987793,0.51660156
COVER__BOWS2__0.4bpp__1088.pgm,1088.pgm,COVER,0,${BOWS2_ROOT}/cover/1088.pgm,0.6982422,0.4736328,0.6538086,0.5341797,0.671875
COVER__BOWS2__0.4bpp__1089.pgm,1089.pgm,COVER,0,${BOWS2_ROOT}/cover/1089.pgm,0.043029785,0.024002075,0.19616699,0.46899414,0.44360352
COVER__BOWS2__0.4bpp__109.pgm,109.pgm,COVER,0,${BOWS2_ROOT}/cover/109.pgm,0.012825012,0.01763916,0.111816406,0.017440796,0.16638184
COVER__BOWS2__0.4bpp__1090.pgm,1090.pgm,COVER,0,${BOWS2_ROOT}/cover/1090.pgm,0.5107422,0.5097656,0.5151367,0.5097656,0.52001953
COVER__BOWS2__0.4bpp__1091.pgm,1091.pgm,COVER,0,${BOWS2_ROOT}/cover/1091.pgm,0.76464844,0.4909668,0.5107422,0.5,0.49169922
COVER__BOWS2__0.4bpp__1092.pgm,1092.pgm,COVER,0,${BOWS2_ROOT}/cover/1092.pgm,0.54296875,0.51708984,0.54296875,0.51220703,0.53271484
COVER__BOWS2__0.4bpp__1093.pgm,1093.pgm,COVER,0,${BOWS2_ROOT}/cover/1093.pgm,0.110839844,0.105773926,0.012771606,0.05697632,0.0015487671
COVER__BOWS2__0.4bpp__1094.pgm,1094.pgm,COVER,0,${BOWS2_ROOT}/cover/1094.pgm,0.009124756,0.0071487427,0.011070251,0.015777588,0.020217896
COVER__BOWS2__0.4bpp__1095.pgm,1095.pgm,COVER,0,${BOWS2_ROOT}/cover/1095.pgm,0.32543945,0.50097656,0.31298828,0.38867188,0.5410156
COVER__BOWS2__0.4bpp__1096.pgm,1096.pgm,COVER,0,${BOWS2_ROOT}/cover/1096.pgm,0.5136719,0.50878906,0.51416016,0.51123047,0.51953125
COVER__BOWS2__0.4bpp__1097.pgm,1097.pgm,COVER,0,${BOWS2_ROOT}/cover/1097.pgm,0.33007812,0.44921875,0.50097656,0.50439453,0.51660156
COVER__BOWS2__0.4bpp__1098.pgm,1098.pgm,COVER,0,${BOWS2_ROOT}/cover/1098.pgm,0.5024414,0.5024414,0.5097656,0.49780273,0.5053711
COVER__BOWS2__0.4bpp__1099.pgm,1099.pgm,COVER,0,${BOWS2_ROOT}/cover/1099.pgm,0.51416016,0.5029297,0.5029297,0.4946289,0.49804688
COVER__BOWS2__0.4bpp__11.pgm,11.pgm,COVER,0,${BOWS2_ROOT}/cover/11.pgm,0.16027832,0.53808594,0.50439453,0.32885742,0.47680664
COVER__BOWS2__0.4bpp__110.pgm,110.pgm,COVER,0,${BOWS2_ROOT}/cover/110.pgm,0.030731201,0.13452148,0.6958008,0.30664062,0.7373047
COVER__BOWS2__0.4bpp__1100.pgm,1100.pgm,COVER,0,${BOWS2_ROOT}/cover/1100.pgm,0.42236328,0.49853516,0.52441406,0.42504883,0.49829102
COVER__BOWS2__0.4bpp__1101.pgm,1101.pgm,COVER,0,${BOWS2_ROOT}/cover/1101.pgm,0.4987793,0.5019531,0.50097656,0.80126953,0.4963379
COVER__BOWS2__0.4bpp__1102.pgm,1102.pgm,COVER,0,${BOWS2_ROOT}/cover/1102.pgm,0.48999023,0.50634766,0.5004883,0.5024414,0.5029297
COVER__BOWS2__0.4bpp__1103.pgm,1103.pgm,COVER,0,${BOWS2_ROOT}/cover/1103.pgm,0.50097656,0.5073242,0.5058594,0.5,0.5073242
COVER__BOWS2__0.4bpp__1104.pgm,1104.pgm,COVER,0,${BOWS2_ROOT}/cover/1104.pgm,0.5102539,0.5019531,0.5161133,0.5102539,0.5102539
COVER__BOWS2__0.4bpp__1105.pgm,1105.pgm,COVER,0,${BOWS2_ROOT}/cover/1105.pgm,0.5185547,0.51171875,0.5078125,0.50878906,0.5214844
COVER__BOWS2__0.4bpp__1106.pgm,1106.pgm,COVER,0,${BOWS2_ROOT}/cover/1106.pgm,0.43823242,0.48583984,0.5136719,0.5004883,0.49438477
COVER__BOWS2__0.4bpp__1107.pgm,1107.pgm,COVER,0,${BOWS2_ROOT}/cover/1107.pgm,0.53125,0.51171875,0.5053711,0.50634766,0.51123047
COVER__BOWS2__0.4bpp__1108.pgm,1108.pgm,COVER,0,${BOWS2_ROOT}/cover/1108.pgm,0.51953125,0.49829102,0.515625,0.48461914,0.5175781
COVER__BOWS2__0.4bpp__1109.pgm,1109.pgm,COVER,0,${BOWS2_ROOT}/cover/1109.pgm,0.48388672,0.49902344,0.5102539,0.49902344,0.50878906
COVER__BOWS2__0.4bpp__111.pgm,111.pgm,COVER,0,${BOWS2_ROOT}/cover/111.pgm,0.4333496,0.047088623,0.07476807,0.020065308,0.3803711
COVER__BOWS2__0.4bpp__1110.pgm,1110.pgm,COVER,0,${BOWS2_ROOT}/cover/1110.pgm,0.5498047,0.5131836,0.5234375,0.5029297,0.52001953
COVER__BOWS2__0.4bpp__1111.pgm,1111.pgm,COVER,0,${BOWS2_ROOT}/cover/1111.pgm,0.64160156,0.54589844,0.5107422,0.61865234,0.5307617
COVER__BOWS2__0.4bpp__1112.pgm,1112.pgm,COVER,0,${BOWS2_ROOT}/cover/1112.pgm,0.50634766,0.5083008,0.5053711,0.5029297,0.51220703
COVER__BOWS2__0.4bpp__1113.pgm,1113.pgm,COVER,0,${BOWS2_ROOT}/cover/1113.pgm,0.5126953,0.5078125,0.5131836,0.5083008,0.5131836
COVER__BOWS2__0.4bpp__1114.pgm,1114.pgm,COVER,0,${BOWS2_ROOT}/cover/1114.pgm,0.51123047,0.50878906,0.51171875,0.50390625,0.5180664
COVER__BOWS2__0.4bpp__1115.pgm,1115.pgm,COVER,0,${BOWS2_ROOT}/cover/1115.pgm,0.40307617,0.49194336,0.49682617,0.49121094,0.48901367
COVER__BOWS2__0.4bpp__1116.pgm,1116.pgm,COVER,0,${BOWS2_ROOT}/cover/1116.pgm,0.5175781,0.5097656,0.5102539,0.50683594,0.51464844
COVER__BOWS2__0.4bpp__1117.pgm,1117.pgm,COVER,0,${BOWS2_ROOT}/cover/1117.pgm,0.42138672,0.50097656,0.49951172,0.50146484,0.4831543
COVER__BOWS2__0.4bpp__1118.pgm,1118.pgm,COVER,0,${BOWS2_ROOT}/cover/1118.pgm,0.4921875,0.48535156,0.4958496,0.52685547,0.4814453
COVER__BOWS2__0.4bpp__1119.pgm,1119.pgm,COVER,0,${BOWS2_ROOT}/cover/1119.pgm,0.30859375,0.53125,0.42700195,0.49658203,0.57421875
COVER__BOWS2__0.4bpp__112.pgm,112.pgm,COVER,0,${BOWS2_ROOT}/cover/112.pgm,0.5551758,0.4814453,0.6323242,0.50439453,0.61621094
COVER__BOWS2__0.4bpp__1120.pgm,1120.pgm,COVER,0,${BOWS2_ROOT}/cover/1120.pgm,0.45507812,0.5083008,0.49169922,0.89208984,0.5151367
COVER__BOWS2__0.4bpp__1121.pgm,1121.pgm,COVER,0,${BOWS2_ROOT}/cover/1121.pgm,0.48510742,0.4897461,0.49975586,8.940697e-06,0.56591797
COVER__BOWS2__0.4bpp__1122.pgm,1122.pgm,COVER,0,${BOWS2_ROOT}/cover/1122.pgm,0.4753418,0.4958496,0.5126953,0.49780273,0.49389648
COVER__BOWS2__0.4bpp__1123.pgm,1123.pgm,COVER,0,${BOWS2_ROOT}/cover/1123.pgm,0.4951172,0.5078125,0.5083008,0.5048828,0.5131836
COVER__BOWS2__0.4bpp__1124.pgm,1124.pgm,COVER,0,${BOWS2_ROOT}/cover/1124.pgm,0.4621582,0.5131836,0.50927734,0.49267578,0.5048828
COVER__BOWS2__0.4bpp__1125.pgm,1125.pgm,COVER,0,${BOWS2_ROOT}/cover/1125.pgm,0.67041016,0.71191406,0.66796875,0.53027344,0.62353516
COVER__BOWS2__0.4bpp__1126.pgm,1126.pgm,COVER,0,${BOWS2_ROOT}/cover/1126.pgm,0.011291504,0.033599854,0.7573242,0.026260376,0.111450195
COVER__BOWS2__0.4bpp__1127.pgm,1127.pgm,COVER,0,${BOWS2_ROOT}/cover/1127.pgm,0.015487671,0.31298828,0.121154785,0.52246094,1.66893e-06
COVER__BOWS2__0.4bpp__1128.pgm,1128.pgm,COVER,0,${BOWS2_ROOT}/cover/1128.pgm,0.5048828,0.5078125,0.5097656,0.49926758,0.5107422
COVER__BOWS2__0.4bpp__1129.pgm,1129.pgm,COVER,0,${BOWS2_ROOT}/cover/1129.pgm,0.5004883,0.50390625,0.5126953,0.5073242,0.51660156
COVER__BOWS2__0.4bpp__113.pgm,113.pgm,COVER,0,${BOWS2_ROOT}/cover/113.pgm,0.049957275,0.43164062,0.4543457,0.38671875,0.6972656
COVER__BOWS2__0.4bpp__1130.pgm,1130.pgm,COVER,0,${BOWS2_ROOT}/cover/1130.pgm,0.38916016,0.296875,0.5361328,0.56640625,0.5722656
COVER__BOWS2__0.4bpp__1131.pgm,1131.pgm,COVER,0,${BOWS2_ROOT}/cover/1131.pgm,0.4423828,0.53466797,0.52246094,0.5390625,0.5991211
COVER__BOWS2__0.4bpp__1132.pgm,1132.pgm,COVER,0,${BOWS2_ROOT}/cover/1132.pgm,0.23144531,0.4501953,0.44750977,0.5058594,0.5097656
COVER__BOWS2__0.4bpp__1133.pgm,1133.pgm,COVER,0,${BOWS2_ROOT}/cover/1133.pgm,0.21386719,0.5053711,0.4519043,0.3881836,0.6801758
COVER__BOWS2__0.4bpp__1134.pgm,1134.pgm,COVER,0,${BOWS2_ROOT}/cover/1134.pgm,0.51416016,0.5048828,0.51904297,0.50341797,0.50634766
COVER__BOWS2__0.4bpp__1135.pgm,1135.pgm,COVER,0,${BOWS2_ROOT}/cover/1135.pgm,0.42797852,0.5703125,0.3671875,0.56591797,0.82470703
