image_id,kind,true_algo,path,WOW_score,S-UNIWARD_score
1131,cover,COVER,${BOWS2_ROOT}/cover/1131.pgm,0.5052534937858582,0.49462801218032837
1132,cover,COVER,${BOWS2_ROOT}/cover/1132.pgm,0.5052242279052734,0.4946344196796417
1133,cover,COVER,${BOWS2_ROOT}/cover/1133.pgm,0.505253791809082,0.49463140964508057
1134,cover,COVER,${BOWS2_ROOT}/cover/1134.pgm,0.5053696632385254,0.4946303367614746
1135,cover,COVER,${BOWS2_ROOT}/cover/1135.pgm,0.5052986145019531,0.494623601436615
1136,cover,COVER,${BOWS2_ROOT}/cover/1136.pgm,0.5053170919418335,0.4946250915527344
1137,cover,COVER,${BOWS2_ROOT}/cover/1137.pgm,0.505216121673584,0.4946233034133911
1138,cover,COVER,${BOWS2_ROOT}/cover/1138.pgm,0.5052351951599121,0.49462854862213135
1139,cover,COVER,${BOWS2_ROOT}/cover/1139.pgm,0.5051916837692261,0.4946296811103821
114,cover,COVER,${BOWS2_ROOT}/cover/114.pgm,0.5051954984664917,0.4946296215057373
1140,cover,COVER,${BOWS2_ROOT}/cover/1140.pgm,0.5051739811897278,0.49462994933128357
1141,cover,COVER,${BOWS2_ROOT}/cover/1141.pgm,0.5051757097244263,0.49462300539016724
1142,cover,COVER,${BOWS2_ROOT}/cover/1142.pgm,0.5051785111427307,0.49463608860969543
1143,cover,COVER,${BOWS2_ROOT}/cover/1143.pgm,0.5051772594451904,0.49462640285491943
1144,cover,COVER,${BOWS2_ROOT}/cover/1144.pgm,0.505204439163208,0.49462026357650757
1145,cover,COVER,${BOWS2_ROOT}/cover/1145.pgm,0.5051527619361877,0.49464309215545654
1146,cover,COVER,${BOWS2_ROOT}/cover/1146.pgm,0.5051834583282471,0.4946179986000061
1147,cover,COVER,${BOWS2_ROOT}/cover/1147.pgm,0.5053250789642334,0.4946240186691284
1148,cover,COVER,${BOWS2_ROOT}/cover/1148.pgm,0.5054546594619751,0.4946310520172119
1149,cover,COVER,${BOWS2_ROOT}/cover/1149.pgm,0.5053462982177734,0.494623601436615
115,cover,COVER,${BOWS2_ROOT}/cover/115.pgm,0.5052047371864319,0.4946226179599762
1150,cover,COVER,${BOWS2_ROOT}/cover/1150.pgm,0.5053173303604126,0.4946225583553314
1151,cover,COVER,${BOWS2_ROOT}/cover/1151.pgm,0.5053257942199707,0.494621604681015
1152,cover,COVER,${BOWS2_ROOT}/cover/1152.pgm,0.5052780508995056,0.49462684988975525
1153,cover,COVER,${BOWS2_ROOT}/cover/1153.pgm,0.505264163017273,0.49463072419166565
1154,cover,COVER,${BOWS2_ROOT}/cover/1154.pgm,0.5052272081375122,0.4946335256099701
1155,cover,COVER,${BOWS2_ROOT}/cover/1155.pgm,0.5053244829177856,0.4946235716342926
1156,cover,COVER,${BOWS2_ROOT}/cover/1156.pgm,0.5053905248641968,0.49462923407554626
1157,cover,COVER,${BOWS2_ROOT}/cover/1157.pgm,0.5052420496940613,0.4946245551109314
1158,cover,COVER,${BOWS2_ROOT}/cover/1158.pgm,0.5053161382675171,0.49462735652923584
1159,cover,COVER,${BOWS2_ROOT}/cover/1159.pgm,0.5053141117095947,0.49463358521461487
116,cover,COVER,${BOWS2_ROOT}/cover/116.pgm,0.5051917433738708,0.49462902545928955
1160,cover,COVER,${BOWS2_ROOT}/cover/1160.pgm,0.5052392482757568,0.4946334958076477
1161,cover,COVER,${BOWS2_ROOT}/cover/1161.pgm,0.5053197145462036,0.49462389945983887
1162,cover,COVER,${BOWS2_ROOT}/cover/1162.pgm,0.5052091479301453,0.49463585019111633
1163,cover,COVER,${BOWS2_ROOT}/cover/1163.pgm,0.5054360628128052,0.49462467432022095
1164,cover,COVER,${BOWS2_ROOT}/cover/1164.pgm,0.5052810907363892,0.49462902545928955
1165,cover,COVER,${BOWS2_ROOT}/cover/1165.pgm,0.5053077936172485,0.49462831020355225
1166,cover,COVER,${BOWS2_ROOT}/cover/1166.pgm,0.5053553581237793,0.4946281611919403
1167,cover,COVER,${BOWS2_ROOT}/cover/1167.pgm,0.5053333044052124,0.4946253001689911
1168,cover,COVER,${BOWS2_ROOT}/cover/1168.pgm,0.5052969455718994,0.49462631344795227
1169,cover,COVER,${BOWS2_ROOT}/cover/1169.pgm,0.5052295327186584,0.49462801218032837
117,cover,COVER,${BOWS2_ROOT}/cover/117.pgm,0.5052468776702881,0.4946286082267761
1170,cover,COVER,${BOWS2_ROOT}/cover/1170.pgm,0.5054237842559814,0.4946330189704895
1171,cover,COVER,${BOWS2_ROOT}/cover/1171.pgm,0.5052779912948608,0.49462762475013733
1172,cover,COVER,${BOWS2_ROOT}/cover/1172.pgm,0.5051623582839966,0.4946240484714508
1173,cover,COVER,${BOWS2_ROOT}/cover/1173.pgm,0.5051775574684143,0.4946235120296478
1174,cover,COVER,${BOWS2_ROOT}/cover/1174.pgm,0.5053154826164246,0.4946252703666687
1175,cover,COVER,${BOWS2_ROOT}/cover/1175.pgm,0.505272626876831,0.4946220815181732
1176,cover,COVER,${BOWS2_ROOT}/cover/1176.pgm,0.5053049921989441,0.49462687969207764
1177,cover,COVER,${BOWS2_ROOT}/cover/1177.pgm,0.5052750110626221,0.4946262240409851
1178,cover,COVER,${BOWS2_ROOT}/cover/1178.pgm,0.5052720308303833,0.49462953209877014
1179,cover,COVER,${BOWS2_ROOT}/cover/1179.pgm,0.505348801612854,0.4946269392967224
118,cover,COVER,${BOWS2_ROOT}/cover/118.pgm,0.5052277445793152,0.49462854862213135
1180,cover,COVER,${BOWS2_ROOT}/cover/1180.pgm,0.5051761865615845,0.49462389945983887
1181,cover,COVER,${BOWS2_ROOT}/cover/1181.pgm,0.5052744746208191,0.49462616443634033
1182,cover,COVER,${BOWS2_ROOT}/cover/1182.pgm,0.5051815509796143,0.4946244955062866
1183,cover,COVER,${BOWS2_ROOT}/cover/1183.pgm,0.5052211284637451,0.49463170766830444
1184,cover,COVER,${BOWS2_ROOT}/cover/1184.pgm,0.5052071809768677,0.49462828040122986
1185,cover,COVER,${BOWS2_ROOT}/cover/1185.pgm,0.5052852630615234,0.4946197271347046
1186,cover,COVER,${BOWS2_ROOT}/cover/1186.pgm,0.505161702632904,0.4946257472038269
1187,cover,COVER,${BOWS2_ROOT}/cover/1187.pgm,0.505172848701477,0.4946240782737732
1188,cover,COVER,${BOWS2_ROOT}/cover/1188.pgm,0.505204439163208,0.494623601436615
1189,cover,COVER,${BOWS2_ROOT}/cover/1189.pgm,0.5051653385162354,0.4946252703666687
119,cover,COVER,${BOWS2_ROOT}/cover/119.pgm,0.5052307844161987,0.4946271479129791
1190,cover,COVER,${BOWS2_ROOT}/cover/1190.pgm,0.5052662491798401,0.4946238398551941
1191,cover,COVER,${BOWS2_ROOT}/cover/1191.pgm,0.505178689956665,0.49462395906448364
1192,cover,COVER,${BOWS2_ROOT}/cover/1192.pgm,0.5052430033683777,0.4946237802505493
1193,cover,COVER,${BOWS2_ROOT}/cover/1193.pgm,0.5053027868270874,0.4946185350418091
1194,cover,COVER,${BOWS2_ROOT}/cover/1194.pgm,0.5051652193069458,0.4946242570877075
1195,cover,COVER,${BOWS2_ROOT}/cover/1195.pgm,0.505302906036377,0.4946269690990448
1196,cover,COVER,${BOWS2_ROOT}/cover/1196.pgm,0.5052986145019531,0.4946238696575165
1197,cover,COVER,${BOWS2_ROOT}/cover/1197.pgm,0.5051707029342651,0.4946262836456299
1198,cover,COVER,${BOWS2_ROOT}/cover/1198.pgm,0.5052008628845215,0.49462997913360596
1199,cover,COVER,${BOWS2_ROOT}/cover/1199.pgm,0.5052521824836731,0.4946284890174866
12,cover,COVER,${BOWS2_ROOT}/cover/12.pgm,0.50519859790802,0.49462419748306274
120,cover,COVER,${BOWS2_ROOT}/cover/120.pgm,0.5051965713500977,0.4946320056915283
1200,cover,COVER,${BOWS2_ROOT}/cover/1200.pgm,0.505246102809906,0.49462980031967163
1201,cover,COVER,${BOWS2_ROOT}/cover/1201.pgm,0.5052414536476135,0.49462783336639404
1202,cover,COVER,${BOWS2_ROOT}/cover/1202.pgm,0.5051842927932739,0.49462461471557617
1203,cover,COVER,${BOWS2_ROOT}/cover/1203.pgm,0.505445659160614,0.4946253299713135
1204,cover,COVER,${BOWS2_ROOT}/cover/1204.pgm,0.5052859783172607,0.4946267008781433
1205,cover,COVER,${BOWS2_ROOT}/cover/1205.pgm,0.5052155256271362,0.49463123083114624
1206,cover,COVER,${BOWS2_ROOT}/cover/1206.pgm,0.5051600337028503,0.49462324380874634
1207,cover,COVER,${BOWS2_ROOT}/cover/1207.pgm,0.5052839517593384,0.49462100863456726
1208,cover,COVER,${BOWS2_ROOT}/cover/1208.pgm,0.5053411722183228,0.4946255683898926
1209,cover,COVER,${BOWS2_ROOT}/cover/1209.pgm,0.5052923560142517,0.49462610483169556
121,cover,COVER,${BOWS2_ROOT}/cover/121.pgm,0.5051596760749817,0.49463212490081787
1210,cover,COVER,${BOWS2_ROOT}/cover/1210.pgm,0.5052681565284729,0.4946249723434448
1211,cover,COVER,${BOWS2_ROOT}/cover/1211.pgm,0.5051610469818115,0.49462804198265076
1212,cover,COVER,${BOWS2_ROOT}/cover/1212.pgm,0.5052251815795898,0.4946310520172119
1213,cover,COVER,${BOWS2_ROOT}/cover/1213.pgm,0.5052303075790405,0.4946229159832001
1214,cover,COVER,${BOWS2_ROOT}/cover/1214.pgm,0.5052416920661926,0.4946278929710388
1215,cover,COVER,${BOWS2_ROOT}/cover/1215.pgm,0.505253255367279,0.49462491273880005
1216,cover,COVER,${BOWS2_ROOT}/cover/1216.pgm,0.5052510499954224,0.49462127685546875
1217,cover,COVER,${BOWS2_ROOT}/cover/1217.pgm,0.505183219909668,0.49463045597076416
1218,cover,COVER,${BOWS2_ROOT}/cover/1218.pgm,0.5052366256713867,0.4946252107620239
1219,cover,COVER,${BOWS2_ROOT}/cover/1219.pgm,0.5052115321159363,0.4946218430995941
122,cover,COVER,${BOWS2_ROOT}/cover/122.pgm,0.5051656365394592,0.4946284294128418
1220,cover,COVER,${BOWS2_ROOT}/cover/1220.pgm,0.5052727460861206,0.49463051557540894
1221,cover,COVER,${BOWS2_ROOT}/cover/1221.pgm,0.5053480267524719,0.4946197271347046
1222,cover,COVER,${BOWS2_ROOT}/cover/1222.pgm,0.5052530765533447,0.4946253299713135
1223,cover,COVER,${BOWS2_ROOT}/cover/1223.pgm,0.5053342580795288,0.494617760181427
1224,cover,COVER,${BOWS2_ROOT}/cover/1224.pgm,0.5053969621658325,0.4946218430995941
1225,cover,COVER,${BOWS2_ROOT}/cover/1225.pgm,0.5052731037139893,0.49461907148361206
1226,cover,COVER,${BOWS2_ROOT}/cover/1226.pgm,0.5051722526550293,0.49462395906448364
1227,cover,COVER,${BOWS2_ROOT}/cover/1227.pgm,0.5052335858345032,0.4946288764476776
1228,cover,COVER,${BOWS2_ROOT}/cover/1228.pgm,0.5053443908691406,0.49462535977363586
1229,cover,COVER,${BOWS2_ROOT}/cover/1229.pgm,0.5052924156188965,0.4946278929710388
123,cover,COVER,${BOWS2_ROOT}/cover/123.pgm,0.5051702857017517,0.49462974071502686
1230,cover,COVER,${BOWS2_ROOT}/cover/1230.pgm,0.5052981376647949,0.4946180284023285
1231,cover,COVER,${BOWS2_ROOT}/cover/1231.pgm,0.5052647590637207,0.4946209490299225
1232,cover,COVER,${BOWS2_ROOT}/cover/1232.pgm,0.5052191615104675,0.4946308434009552
1233,cover,COVER,${BOWS2_ROOT}/cover/1233.pgm,0.5053749084472656,0.49462607502937317
1234,cover,COVER,${BOWS2_ROOT}/cover/1234.pgm,0.5052462220191956,0.4946277141571045
1235,cover,COVER,${BOWS2_ROOT}/cover/1235.pgm,0.5052632689476013,0.49463075399398804
1236,cover,COVER,${BOWS2_ROOT}/cover/1236.pgm,0.5052777528762817,0.4946287274360657
1237,cover,COVER,${BOWS2_ROOT}/cover/1237.pgm,0.5052366852760315,0.49462777376174927
1238,cover,COVER,${BOWS2_ROOT}/cover/1238.pgm,0.5052950978279114,0.4946289658546448
1239,cover,COVER,${BOWS2_ROOT}/cover/1239.pgm,0.5052322149276733,0.4946226477622986
124,cover,COVER,${BOWS2_ROOT}/cover/124.pgm,0.5051908493041992,0.49462440609931946
1240,cover,COVER,${BOWS2_ROOT}/cover/1240.pgm,0.5052574872970581,0.4946228265762329
1241,cover,COVER,${BOWS2_ROOT}/cover/1241.pgm,0.5051980018615723,0.49462422728538513
1242,cover,COVER,${BOWS2_ROOT}/cover/1242.pgm,0.5051960945129395,0.4946219325065613
1243,cover,COVER,${BOWS2_ROOT}/cover/1243.pgm,0.5053719282150269,0.49462899565696716
1244,cover,COVER,${BOWS2_ROOT}/cover/1244.pgm,0.5052523612976074,0.49461984634399414
