sample_id,image_name,true_algo,is_stego,path,p_WOW,p_S-UNIWARD,p_HILL,p_HUGO,p_MiPOD,z_WOW,z_S-UNIWARD,z_HILL,z_HUGO,z_MiPOD
COVER__BOWS2__0.2bpp__1008.pgm,1008.pgm,COVER,0,${BOWS2_ROOT}/cover/1008.pgm,0.5,0.49926758,0.5004883,0.50634766,0.5024414,0.84630054,0.1927496,0.5765396,-0.7840866,0.46198732
COVER__BOWS2__0.2bpp__1009.pgm,1009.pgm,COVER,0,${BOWS2_ROOT}/cover/1009.pgm,0.9741211,0.49926758,0.8769531,0.51464844,0.8041992,2.6223996,0.1927496,2.0171003,1.1145282,1.5518538
COVER__BOWS2__0.2bpp__101.pgm,101.pgm,COVER,0,${BOWS2_ROOT}/cover/101.pgm,0.49975586,0.49926758,0.50927734,0.5107422,0.5620117,0.84538597,0.1927496,0.6101713,0.22106244,0.677139
COVER__BOWS2__0.2bpp__1010.pgm,1010.pgm,COVER,0,${BOWS2_ROOT}/cover/1010.pgm,0.18908691,0.5019531,0.0034561157,0.5175781,0.07476807,-0.31840694,2.7350583,-1.3253778,1.7846276,-1.0826515
COVER__BOWS2__0.2bpp__1011.pgm,1011.pgm,COVER,0,${BOWS2_ROOT}/cover/1011.pgm,0.5058594,0.49926758,0.5024414,0.50634766,0.5053711,0.86825025,0.1927496,0.5840133,-0.7840866,0.47256854
COVER__BOWS2__0.2bpp__1012.pgm,1012.pgm,COVER,0,${BOWS2_ROOT}/cover/1012.pgm,0.48486328,0.49902344,0.50439453,0.5078125,0.49926758,0.7895971,-0.03836936,0.591487,-0.4490369,0.45052433
COVER__BOWS2__0.2bpp__1013.pgm,1013.pgm,COVER,0,${BOWS2_ROOT}/cover/1013.pgm,0.50341797,0.49902344,0.5415039,0.5131836,0.48754883,0.8591046,-0.03836936,0.7334878,0.77947855,0.40819943
COVER__BOWS2__0.2bpp__1014.pgm,1014.pgm,COVER,0,${BOWS2_ROOT}/cover/1014.pgm,0.50390625,0.49926758,0.49829102,0.5073242,0.50146484,0.8609337,0.1927496,0.5681316,-0.5607201,0.45846024
COVER__BOWS2__0.2bpp__1015.pgm,1015.pgm,COVER,0,${BOWS2_ROOT}/cover/1015.pgm,0.5024414,0.49926758,0.5053711,0.50683594,0.50341797,0.8554463,0.1927496,0.59522384,-0.67240334,0.4655144
COVER__BOWS2__0.2bpp__1016.pgm,1016.pgm,COVER,0,${BOWS2_ROOT}/cover/1016.pgm,0.5058594,0.49902344,0.5019531,0.5073242,0.5019531,0.86825025,-0.03836936,0.58214486,-0.5607201,0.4602238
COVER__BOWS2__0.2bpp__1017.pgm,1017.pgm,COVER,0,${BOWS2_ROOT}/cover/1017.pgm,0.5053711,0.49926758,0.5024414,0.50878906,0.5019531,0.8664211,0.1927496,0.5840133,-0.22567046,0.4602238
COVER__BOWS2__0.2bpp__1018.pgm,1018.pgm,COVER,0,${BOWS2_ROOT}/cover/1018.pgm,0.008743286,0.4970703,0.057281494,0.5175781,0.01763916,-0.9939899,-1.8873211,-1.1194124,1.7846276,-1.2889855
COVER__BOWS2__0.2bpp__1019.pgm,1019.pgm,COVER,0,${BOWS2_ROOT}/cover/1019.pgm,0.49975586,0.49926758,0.49975586,0.50634766,0.50341797,0.84538597,0.1927496,0.5737369,-0.7840866,0.4655144
COVER__BOWS2__0.2bpp__102.pgm,102.pgm,COVER,0,${BOWS2_ROOT}/cover/102.pgm,0.49853516,0.49926758,0.52685547,0.5102539,0.51904297,0.8408131,0.1927496,0.67743486,0.10937921,0.5219476
COVER__BOWS2__0.2bpp__1020.pgm,1020.pgm,COVER,0,${BOWS2_ROOT}/cover/1020.pgm,0.60058594,0.5,0.5673828,0.51171875,0.7426758,1.2231042,0.8861065,0.8325147,0.44442886,1.329648
COVER__BOWS2__0.2bpp__1021.pgm,1021.pgm,COVER,0,${BOWS2_ROOT}/cover/1021.pgm,0.49926758,0.49926758,0.5,0.5058594,0.5029297,0.8435568,0.1927496,0.57467115,-0.8957698,0.46375087
COVER__BOWS2__0.2bpp__1022.pgm,1022.pgm,COVER,0,${BOWS2_ROOT}/cover/1022.pgm,0.5776367,0.49926758,0.4885254,0.51171875,0.50927734,1.1371344,0.1927496,0.530763,0.44442886,0.48667687
COVER__BOWS2__0.2bpp__1023.pgm,1023.pgm,COVER,0,${BOWS2_ROOT}/cover/1023.pgm,0.46948242,0.49975586,0.52490234,0.51416016,0.61376953,0.731979,0.6549875,0.66996115,1.0028449,0.864074
COVER__BOWS2__0.2bpp__1024.pgm,1024.pgm,COVER,0,${BOWS2_ROOT}/cover/1024.pgm,0.49804688,0.49926758,0.50097656,0.50683594,0.5029297,0.83898395,0.1927496,0.578408,-0.67240334,0.46375087
COVER__BOWS2__0.2bpp__1025.pgm,1025.pgm,COVER,0,${BOWS2_ROOT}/cover/1025.pgm,0.50439453,0.49902344,0.50390625,0.5097656,0.5048828,0.86276287,-0.03836936,0.58961856,-0.0023040117,0.47080502
COVER__BOWS2__0.2bpp__1026.pgm,1026.pgm,COVER,0,${BOWS2_ROOT}/cover/1026.pgm,0.4975586,0.49926758,0.453125,0.5131836,0.49658203,0.8371548,0.1927496,0.3953017,0.77947855,0.44082487
COVER__BOWS2__0.2bpp__1027.pgm,1027.pgm,COVER,0,${BOWS2_ROOT}/cover/1027.pgm,0.49487305,0.49902344,0.50341797,0.50683594,0.5048828,0.82709455,-0.03836936,0.58775014,-0.67240334,0.47080502
COVER__BOWS2__0.2bpp__1028.pgm,1028.pgm,COVER,0,${BOWS2_ROOT}/cover/1028.pgm,0.46264648,0.5004883,0.4777832,0.515625,0.7949219,0.706371,1.3483444,0.4896575,1.3378947,1.5183465
COVER__BOWS2__0.2bpp__1029.pgm,1029.pgm,COVER,0,${BOWS2_ROOT}/cover/1029.pgm,0.49780273,0.4987793,0.5,0.50634766,0.5024414,0.8380694,-0.26948833,0.57467115,-0.7840866,0.46198732
COVER__BOWS2__0.2bpp__103.pgm,103.pgm,COVER,0,${BOWS2_ROOT}/cover/103.pgm,0.50146484,0.49975586,0.49023438,0.5131836,0.4892578,0.851788,0.6549875,0.5373025,0.77947855,0.4143718
COVER__BOWS2__0.2bpp__1030.pgm,1030.pgm,COVER,0,${BOWS2_ROOT}/cover/1030.pgm,0.49658203,0.49926758,0.50634766,0.5078125,0.50097656,0.8334965,0.1927496,0.59896076,-0.4490369,0.45669672
COVER__BOWS2__0.2bpp__1031.pgm,1031.pgm,COVER,0,${BOWS2_ROOT}/cover/1031.pgm,0.99072266,0.4987793,0.9326172,0.5102539,0.94970703,2.6845903,-0.26948833,2.2301016,0.10937921,2.077388
COVER__BOWS2__0.2bpp__1032.pgm,1032.pgm,COVER,0,${BOWS2_ROOT}/cover/1032.pgm,0.5004883,0.4987793,0.5,0.50634766,0.50097656,0.8481297,-0.26948833,0.57467115,-0.7840866,0.45669672
COVER__BOWS2__0.2bpp__1033.pgm,1033.pgm,COVER,0,${BOWS2_ROOT}/cover/1033.pgm,0.5029297,0.49926758,0.5029297,0.5078125,0.50341797,0.8572754,0.1927496,0.5858817,-0.4490369,0.4655144
COVER__BOWS2__0.2bpp__1034.pgm,1034.pgm,COVER,0,${BOWS2_ROOT}/cover/1034.pgm,0.50439453,0.4987793,0.49951172,0.50878906,0.49780273,0.86276287,-0.26948833,0.57280266,-0.22567046,0.4452337
COVER__BOWS2__0.2bpp__1035.pgm,1035.pgm,COVER,0,${BOWS2_ROOT}/cover/1035.pgm,0.50439453,0.49926758,0.5,0.50878906,0.5019531,0.86276287,0.1927496,0.57467115,-0.22567046,0.4602238
COVER__BOWS2__0.2bpp__1036.pgm,1036.pgm,COVER,0,${BOWS2_ROOT}/cover/1036.pgm,0.13378906,0.49975586,0.4597168,0.515625,0.51123047,-0.5255575,0.6549875,0.42052552,1.3378947,0.49373102
COVER__BOWS2__0.2bpp__1037.pgm,1037.pgm,COVER,0,${BOWS2_ROOT}/cover/1037.pgm,0.5097656,0.49926758,0.49926758,0.50927734,0.50097656,0.8828834,0.1927496,0.5718685,-0.11398723,0.45669672
COVER__BOWS2__0.2bpp__1038.pgm,1038.pgm,COVER,0,${BOWS2_ROOT}/cover/1038.pgm,0.0925293,0.49902344,0.5341797,0.51123047,0.50927734,-0.68012017,-0.03836936,0.7054613,0.33274564,0.48667687
COVER__BOWS2__0.2bpp__1039.pgm,1039.pgm,COVER,0,${BOWS2_ROOT}/cover/1039.pgm,0.8334961,0.49951172,0.7104492,0.5151367,0.6088867,2.095606,0.42386857,1.3799652,1.2262114,0.8464386
COVER__BOWS2__0.2bpp__104.pgm,104.pgm,COVER,0,${BOWS2_ROOT}/cover/104.pgm,0.54785156,0.49975586,0.55126953,0.5107422,0.515625,1.0255567,0.6549875,0.77085644,0.22106244,0.50960284
COVER__BOWS2__0.2bpp__1040.pgm,1040.pgm,COVER,0,${BOWS2_ROOT}/cover/1040.pgm,0.5317383,0.49951172,0.4963379,0.51416016,0.5361328,0.9651949,0.42386857,0.56065786,1.0028449,0.58367145
COVER__BOWS2__0.2bpp__1041.pgm,1041.pgm,COVER,0,${BOWS2_ROOT}/cover/1041.pgm,0.50146484,0.4987793,0.49951172,0.5053711,0.5029297,0.851788,-0.26948833,0.57280266,-1.007453,0.46375087
COVER__BOWS2__0.2bpp__1042.pgm,1042.pgm,COVER,0,${BOWS2_ROOT}/cover/1042.pgm,0.49560547,0.49926758,0.50097656,0.5073242,0.50390625,0.8298383,0.1927496,0.578408,-0.5607201,0.46727794
COVER__BOWS2__0.2bpp__1043.pgm,1043.pgm,COVER,0,${BOWS2_ROOT}/cover/1043.pgm,0.47509766,0.49902344,0.5024414,0.5083008,0.5029297,0.7530142,-0.03836936,0.5840133,-0.33735368,0.46375087
COVER__BOWS2__0.2bpp__1044.pgm,1044.pgm,COVER,0,${BOWS2_ROOT}/cover/1044.pgm,0.50097656,0.49902344,0.5058594,0.5073242,0.50390625,0.84995884,-0.03836936,0.5970923,-0.5607201,0.46727794
COVER__BOWS2__0.2bpp__1045.pgm,1045.pgm,COVER,0,${BOWS2_ROOT}/cover/1045.pgm,0.50146484,0.49926758,0.5029297,0.5078125,0.5029297,0.851788,0.1927496,0.5858817,-0.4490369,0.46375087
COVER__BOWS2__0.2bpp__1046.pgm,1046.pgm,COVER,0,${BOWS2_ROOT}/cover/1046.pgm,0.5126953,0.49951172,0.5180664,0.51171875,0.5161133,0.8938583,0.42386857,0.64380306,0.44442886,0.51136637
COVER__BOWS2__0.2bpp__1047.pgm,1047.pgm,COVER,0,${BOWS2_ROOT}/cover/1047.pgm,0.6533203,0.49951172,0.51416016,0.51464844,0.51171875,1.4206518,0.42386857,0.62885565,1.1145282,0.49549454
COVER__BOWS2__0.2bpp__1048.pgm,1048.pgm,COVER,0,${BOWS2_ROOT}/cover/1048.pgm,0.5024414,0.49926758,0.50097656,0.50683594,0.50341797,0.8554463,0.1927496,0.578408,-0.67240334,0.4655144
COVER__BOWS2__0.2bpp__1049.pgm,1049.pgm,COVER,0,${BOWS2_ROOT}/cover/1049.pgm,0.49731445,0.49926758,0.5004883,0.50634766,0.5024414,0.83624023,0.1927496,0.5765396,-0.7840866,0.46198732
COVER__BOWS2__0.2bpp__105.pgm,105.pgm,COVER,0,${BOWS2_ROOT}/cover/105.pgm,0.52783203,0.49926758,0.5258789,0.5131836,0.49926758,0.95056176,0.1927496,0.673698,0.77947855,0.45052433
COVER__BOWS2__0.2bpp__1050.pgm,1050.pgm,COVER,0,${BOWS2_ROOT}/cover/1050.pgm,0.50439453,0.4987793,0.5083008,0.5083008,0.50683594,0.86276287,-0.26948833,0.60643446,-0.33735368,0.47785917
COVER__BOWS2__0.2bpp__1051.pgm,1051.pgm,COVER,0,${BOWS2_ROOT}/cover/1051.pgm,0.5004883,0.49926758,0.49902344,0.5058594,0.5019531,0.8481297,0.1927496,0.57093424,-0.8957698,0.4602238
COVER__BOWS2__0.2bpp__1052.pgm,1052.pgm,COVER,0,${BOWS2_ROOT}/cover/1052.pgm,0.4453125,0.4987793,0.5004883,0.50927734,0.5029297,0.6414364,-0.26948833,0.5765396,-0.11398723,0.46375087
COVER__BOWS2__0.2bpp__1053.pgm,1053.pgm,COVER,0,${BOWS2_ROOT}/cover/1053.pgm,0.5058594,0.49902344,0.4975586,0.50634766,0.5024414,0.86825025,-0.03836936,0.56532896,-0.7840866,0.46198732
COVER__BOWS2__0.2bpp__1054.pgm,1054.pgm,COVER,0,${BOWS2_ROOT}/cover/1054.pgm,0.50341797,0.49926758,0.49853516,0.50634766,0.5004883,0.8591046,0.1927496,0.5690658,-0.7840866,0.45493317
COVER__BOWS2__0.2bpp__1055.pgm,1055.pgm,COVER,0,${BOWS2_ROOT}/cover/1055.pgm,0.4963379,0.49926758,0.49975586,0.50634766,0.50341797,0.83258194,0.1927496,0.5737369,-0.7840866,0.4655144
COVER__BOWS2__0.2bpp__1056.pgm,1056.pgm,COVER,0,${BOWS2_ROOT}/cover/1056.pgm,0.50878906,0.49829102,0.5029297,0.50878906,0.50439453,0.87922513,-0.7317262,0.5858817,-0.22567046,0.46904147
COVER__BOWS2__0.2bpp__1057.pgm,1057.pgm,COVER,0,${BOWS2_ROOT}/cover/1057.pgm,0.5078125,0.49926758,0.50878906,0.5078125,0.5083008,0.87556684,0.1927496,0.6083029,-0.4490369,0.4831498
COVER__BOWS2__0.2bpp__1058.pgm,1058.pgm,COVER,0,${BOWS2_ROOT}/cover/1058.pgm,0.49804688,0.4987793,0.49951172,0.50634766,0.50341797,0.83898395,-0.26948833,0.57280266,-0.7840866,0.4655144
COVER__BOWS2__0.2bpp__1059.pgm,1059.pgm,COVER,0,${BOWS2_ROOT}/cover/1059.pgm,0.4975586,0.49926758,0.5019531,0.50878906,0.5024414,0.8371548,0.1927496,0.58214486,-0.22567046,0.46198732
COVER__BOWS2__0.2bpp__106.pgm,106.pgm,COVER,0,${BOWS2_ROOT}/cover/106.pgm,0.5107422,0.49926758,0.50390625,0.5102539,0.5048828,0.8865417,0.1927496,0.58961856,0.10937921,0.47080502
COVER__BOWS2__0.2bpp__1060.pgm,1060.pgm,COVER,0,${BOWS2_ROOT}/cover/1060.pgm,0.50439453,0.49926758,0.4975586,0.5058594,0.5024414,0.86276287,0.1927496,0.56532896,-0.8957698,0.46198732
COVER__BOWS2__0.2bpp__1061.pgm,1061.pgm,COVER,0,${BOWS2_ROOT}/cover/1061.pgm,0.51904297,0.49975586,0.50439453,0.51171875,0.5029297,0.91763717,0.6549875,0.591487,0.44442886,0.46375087
COVER__BOWS2__0.2bpp__1062.pgm,1062.pgm,COVER,0,${BOWS2_ROOT}/cover/1062.pgm,0.17822266,0.5004883,0.2692871,0.5131836,0.4724121,-0.35910538,1.3483444,-0.3081628,0.77947855,0.35352975
COVER__BOWS2__0.2bpp__1063.pgm,1063.pgm,COVER,0,${BOWS2_ROOT}/cover/1063.pgm,0.28271484,0.49926758,0.5541992,0.51416016,0.5136719,0.032331437,0.1927496,0.782067,1.0028449,0.5025487
COVER__BOWS2__0.2bpp__1064.pgm,1064.pgm,COVER,0,${BOWS2_ROOT}/cover/1064.pgm,0.50439453,0.4987793,0.5029297,0.50683594,0.5024414,0.86276287,-0.26948833,0.5858817,-0.67240334,0.46198732
COVER__BOWS2__0.2bpp__1065.pgm,1065.pgm,COVER,0,${BOWS2_ROOT}/cover/1065.pgm,0.49926758,0.49902344,0.49853516,0.5053711,0.5029297,0.8435568,-0.03836936,0.5690658,-1.007453,0.46375087
COVER__BOWS2__0.2bpp__1066.pgm,1066.pgm,COVER,0,${BOWS2_ROOT}/cover/1066.pgm,0.012825012,0.49731445,0.0107803345,0.51708984,0.024520874,-0.9786994,-1.6562021,-1.2973514,1.6729443,-1.2641306
COVER__BOWS2__0.2bpp__1067.pgm,1067.pgm,COVER,0,${BOWS2_ROOT}/cover/1067.pgm,0.48095703,0.5004883,0.41088867,0.5151367,0.58984375,0.7749639,1.3483444,0.23368235,1.2262114,0.7776606
COVER__BOWS2__0.2bpp__1068.pgm,1068.pgm,COVER,0,${BOWS2_ROOT}/cover/1068.pgm,0.50927734,0.49951172,0.50390625,0.51220703,0.49560547,0.8810543,0.42386857,0.58961856,0.5561121,0.4372978
COVER__BOWS2__0.2bpp__1069.pgm,1069.pgm,COVER,0,${BOWS2_ROOT}/cover/1069.pgm,0.41796875,0.49926758,0.5239258,0.51464844,0.53808594,0.5390043,0.1927496,0.66622424,1.1145282,0.5907256
COVER__BOWS2__0.2bpp__107.pgm,107.pgm,COVER,0,${BOWS2_ROOT}/cover/107.pgm,0.5366211,0.49951172,0.5239258,0.51171875,0.50927734,0.98348635,0.42386857,0.66622424,0.44442886,0.48667687
COVER__BOWS2__0.2bpp__1070.pgm,1070.pgm,COVER,0,${BOWS2_ROOT}/cover/1070.pgm,0.3876953,0.49902344,0.5048828,0.5083008,0.5004883,0.4255974,-0.03836936,0.5933554,-0.33735368,0.45493317
COVER__BOWS2__0.2bpp__1071.pgm,1071.pgm,COVER,0,${BOWS2_ROOT}/cover/1071.pgm,0.51464844,0.49902344,0.50439453,0.50878906,0.50341797,0.90117484,-0.03836936,0.591487,-0.22567046,0.4655144
COVER__BOWS2__0.2bpp__1072.pgm,1072.pgm,COVER,0,${BOWS2_ROOT}/cover/1072.pgm,0.64746094,0.50097656,0.56591797,0.515625,1.3709068e-06,1.398702,1.8105824,0.82690936,1.3378947,-1.3526883
COVER__BOWS2__0.2bpp__1073.pgm,1073.pgm,COVER,0,${BOWS2_ROOT}/cover/1073.pgm,0.51220703,0.49951172,0.5390625,0.5126953,0.5185547,0.89202917,0.42386857,0.72414565,0.6677953,0.5201841
COVER__BOWS2__0.2bpp__1074.pgm,1074.pgm,COVER,0,${BOWS2_ROOT}/cover/1074.pgm,0.5058594,0.49902344,0.50439453,0.5073242,0.50390625,0.86825025,-0.03836936,0.591487,-0.5607201,0.46727794
COVER__BOWS2__0.2bpp__1075.pgm,1075.pgm,COVER,0,${BOWS2_ROOT}/cover/1075.pgm,0.5024414,0.49951172,0.5102539,0.5097656,0.50634766,0.8554463,0.42386857,0.6139082,-0.0023040117,0.47609565
COVER__BOWS2__0.2bpp__1076.pgm,1076.pgm,COVER,0,${BOWS2_ROOT}/cover/1076.pgm,0.50146484,0.4987793,0.50390625,0.5083008,0.50341797,0.851788,-0.26948833,0.58961856,-0.33735368,0.4655144
COVER__BOWS2__0.2bpp__1077.pgm,1077.pgm,COVER,0,${BOWS2_ROOT}/cover/1077.pgm,0.47509766,0.49951172,0.48999023,0.51171875,0.5048828,0.7530142,0.42386857,0.53636825,0.44442886,0.47080502
COVER__BOWS2__0.2bpp__1078.pgm,1078.pgm,COVER,0,${BOWS2_ROOT}/cover/1078.pgm,0.5048828,0.49902344,0.5029297,0.50634766,0.50390625,0.86459196,-0.03836936,0.5858817,-0.7840866,0.46727794
COVER__BOWS2__0.2bpp__1079.pgm,1079.pgm,COVER,0,${BOWS2_ROOT}/cover/1079.pgm,0.49389648,0.4987793,0.5029297,0.5073242,0.5029297,0.82343626,-0.26948833,0.5858817,-0.5607201,0.46375087
COVER__BOWS2__0.2bpp__108.pgm,108.pgm,COVER,0,${BOWS2_ROOT}/cover/108.pgm,0.4321289,0.49951172,0.48364258,0.5126953,0.49951172,0.59204954,0.42386857,0.51207864,0.6677953,0.4514061
COVER__BOWS2__0.2bpp__1080.pgm,1080.pgm,COVER,0,${BOWS2_ROOT}/cover/1080.pgm,0.5390625,0.4987793,0.5073242,0.5102539,0.5078125,0.9926321,-0.26948833,0.6026976,0.10937921,0.48138624
COVER__BOWS2__0.2bpp__1081.pgm,1081.pgm,COVER,0,${BOWS2_ROOT}/cover/1081.pgm,0.50097656,0.49926758,0.5,0.50634766,0.50341797,0.84995884,0.1927496,0.57467115,-0.7840866,0.4655144
COVER__BOWS2__0.2bpp__1082.pgm,1082.pgm,COVER,0,${BOWS2_ROOT}/cover/1082.pgm,0.58691406,0.49926758,0.47460938,0.51416016,0.4987793,1.1718882,0.1927496,0.4775127,1.0028449,0.4487608
COVER__BOWS2__0.2bpp__1083.pgm,1083.pgm,COVER,0,${BOWS2_ROOT}/cover/1083.pgm,0.072509766,0.49951172,0.18933105,0.5175781,0.30151367,-0.7551151,0.42386857,-0.61411846,1.7846276,-0.26370856
COVER__BOWS2__0.2bpp__1084.pgm,1084.pgm,COVER,0,${BOWS2_ROOT}/cover/1084.pgm,0.49975586,0.49926758,0.49951172,0.50634766,0.5029297,0.84538597,0.1927496,0.57280266,-0.7840866,0.46375087
COVER__BOWS2__0.2bpp__1085.pgm,1085.pgm,COVER,0,${BOWS2_ROOT}/cover/1085.pgm,0.50146484,0.4987793,0.50097656,0.50634766,0.50390625,0.851788,-0.26948833,0.578408,-0.7840866,0.46727794
COVER__BOWS2__0.2bpp__1086.pgm,1086.pgm,COVER,0,${BOWS2_ROOT}/cover/1086.pgm,0.49853516,0.49926758,0.50097656,0.5073242,0.5024414,0.8408131,0.1927496,0.578408,-0.5607201,0.46198732
COVER__BOWS2__0.2bpp__1087.pgm,1087.pgm,COVER,0,${BOWS2_ROOT}/cover/1087.pgm,0.5029297,0.49926758,0.50097656,0.50683594,0.50390625,0.8572754,0.1927496,0.578408,-0.67240334,0.46727794
COVER__BOWS2__0.2bpp__1088.pgm,1088.pgm,COVER,0,${BOWS2_ROOT}/cover/1088.pgm,0.5214844,0.49902344,0.55859375,0.51171875,0.5205078,0.9267829,-0.03836936,0.7988829,0.44442886,0.52723825
COVER__BOWS2__0.2bpp__1089.pgm,1089.pgm,COVER,0,${BOWS2_ROOT}/cover/1089.pgm,0.52441406,0.49926758,0.50683594,0.51464844,0.5209961,0.93775773,0.1927496,0.6008292,1.1145282,0.5290018
COVER__BOWS2__0.2bpp__109.pgm,109.pgm,COVER,0,${BOWS2_ROOT}/cover/109.pgm,0.8125,0.5,0.48120117,0.5161133,0.49169922,2.0169528,0.8861065,0.5027365,1.4495778,0.4231895
COVER__BOWS2__0.2bpp__1090.pgm,1090.pgm,COVER,0,${BOWS2_ROOT}/cover/1090.pgm,0.50097656,0.49902344,0.5053711,0.5083008,0.50439453,0.84995884,-0.03836936,0.59522384,-0.33735368,0.46904147
COVER__BOWS2__0.2bpp__1091.pgm,1091.pgm,COVER,0,${BOWS2_ROOT}/cover/1091.pgm,0.52490234,0.49902344,0.5053711,0.5097656,0.50146484,0.9395869,-0.03836936,0.59522384,-0.0023040117,0.45846024
COVER__BOWS2__0.2bpp__1092.pgm,1092.pgm,COVER,0,${BOWS2_ROOT}/cover/1092.pgm,0.5083008,0.49902344,0.5078125,0.50683594,0.5024414,0.877396,-0.03836936,0.60456604,-0.67240334,0.46198732
COVER__BOWS2__0.2bpp__1093.pgm,1093.pgm,COVER,0,${BOWS2_ROOT}/cover/1093.pgm,0.4584961,0.49926758,0.0051994324,0.51123047,2.7954578e-05,0.6908233,0.1927496,-1.318707,0.33274564,-1.3525923
COVER__BOWS2__0.2bpp__1094.pgm,1094.pgm,COVER,0,${BOWS2_ROOT}/cover/1094.pgm,0.014839172,0.49902344,0.03353882,0.5175781,0.6142578,-0.97115415,-0.03836936,-1.2102649,1.7846276,0.8658375
COVER__BOWS2__0.2bpp__1095.pgm,1095.pgm,COVER,0,${BOWS2_ROOT}/cover/1095.pgm,0.4987793,0.49975586,0.4633789,0.51220703,0.5058594,0.8417277,0.6549875,0.43453875,0.5561121,0.4743321
COVER__BOWS2__0.2bpp__1096.pgm,1096.pgm,COVER,0,${BOWS2_ROOT}/cover/1096.pgm,0.49804688,0.49902344,0.5019531,0.5053711,0.50341797,0.83898395,-0.03836936,0.58214486,-1.007453,0.4655144
COVER__BOWS2__0.2bpp__1097.pgm,1097.pgm,COVER,0,${BOWS2_ROOT}/cover/1097.pgm,0.48754883,0.49902344,0.49853516,0.5078125,0.49951172,0.79965734,-0.03836936,0.5690658,-0.4490369,0.4514061
COVER__BOWS2__0.2bpp__1098.pgm,1098.pgm,COVER,0,${BOWS2_ROOT}/cover/1098.pgm,0.4987793,0.49926758,0.49658203,0.5058594,0.5004883,0.8417277,0.1927496,0.5615921,-0.8957698,0.45493317
COVER__BOWS2__0.2bpp__1099.pgm,1099.pgm,COVER,0,${BOWS2_ROOT}/cover/1099.pgm,0.5053711,0.49926758,0.4975586,0.5058594,0.5004883,0.8664211,0.1927496,0.56532896,-0.8957698,0.45493317
COVER__BOWS2__0.2bpp__11.pgm,11.pgm,COVER,0,${BOWS2_ROOT}/cover/11.pgm,0.4567871,0.49926758,0.49926758,0.50683594,0.5083008,0.6844213,0.1927496,0.5718685,-0.67240334,0.4831498
