sample_id,image_name,true_algo,is_stego,path,p_WOW,tau_WOW,tau_fpr10_WOW,range_low_WOW,range_high_WOW,p_S-UNIWARD,tau_S-UNIWARD,tau_fpr10_S-UNIWARD,range_low_S-UNIWARD,range_high_S-UNIWARD,p_HILL,tau_HILL,tau_fpr10_HILL,range_low_HILL,range_high_HILL,p_HUGO,tau_HUGO,tau_fpr10_HUGO,range_low_HUGO,range_high_HUGO,p_MiPOD,tau_MiPOD,tau_fpr10_MiPOD,range_low_MiPOD,range_high_MiPOD,z_WOW,z_S-UNIWARD,z_HILL,z_HUGO,z_MiPOD,pred_algo,decision,top1_algo,top2_algo,top1_distance_eff,top2_distance_eff,distance_separation,max_z_evidence,top1_range_membership,D_WOW,Deff_WOW,G_WOW,D_S-UNIWARD,Deff_S-UNIWARD,G_S-UNIWARD,D_HILL,Deff_HILL,G_HILL,D_HUGO,Deff_HUGO,G_HUGO,D_MiPOD,Deff_MiPOD,G_MiPOD
COVER__TEST__3272.pgm,3272.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3272.pgm,0.44969470251980614,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.52264380211542,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.5151244738626289,0.50048828125,0.548828125,0.50048828125,0.548828125,0.48899256247755524,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.5087500221272317,0.4921875,0.62451171875,0.4921875,0.62451171875,1.2525740756550494,1.2187686497947914,1.0519065485182844,1.0979213813732267,0.8836276658470443,MiPOD|S-UNIWARD,AMBIGUOUS,MiPOD,S-UNIWARD,0.9991421907463962,1.0008024522242809,0.0016602614778846725,1.2525740756550494,1.0,2.128667597438928,1.936847682100002,0.9590995766946309,1.2008024522242808,1.0008024522242809,1.0,1.4706032310270991,1.2706032310270992,1.0,1.4990408703946327,1.3066598478823805,0.9619051125612614,1.1991421907463962,0.9991421907463962,1.0
COVER__TEST__6553.pgm,6553.pgm,COVER,0,<BOSSBASE_ROOT>\cover\6553.pgm,0.012722708199923246,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.2964505348882407,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.10447732313023693,0.50048828125,0.548828125,0.50048828125,0.548828125,0.30352531987446146,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.3405948414092276,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6048377177570656,0.3305077981315314,-0.47242047949664984,0.40682904084624555,0.29895738879008865,UNKNOWN,UNKNOWN_OR_COVER,HUGO,MiPOD,2.556270797754096,2.871171041000125,0.31490024324602883,0.40682904084624555,0.7990700129177043,4.672244352965032,4.548330697442876,0.6195682776107811,3.4144343096982355,3.2521423704252603,0.8114596963648767,3.2845617204702147,3.149961856252251,0.6729993210898183,2.716084800337637,2.556270797754096,0.7990700129177043,3.0430386917025793,2.871171041000125,0.8593382535122723
COVER__TEST__2930.pgm,2930.pgm,COVER,0,<BOSSBASE_ROOT>\cover\2930.pgm,0.2641684869137796,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.21816924312317362,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4581668709177294,0.50048828125,0.548828125,0.50048828125,0.548828125,0.49813557535268166,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.3170032391635806,0.4921875,0.62451171875,0.4921875,0.62451171875,0.46396843196821147,0.023097203002272925,0.8404792599933165,1.131990287982582,0.21693012943189335,HUGO,ATTRIBUTED,HUGO,MiPOD,1.6110711954448056,1.951485938093651,0.3404147426488453,1.131990287982582,0.9707401512796658,3.5687088263514695,3.409370341447045,0.7966924245221241,2.7078272283504994,2.557755177778012,0.7503602528624362,2.3113406848524156,2.1196283569643692,0.9585616394402311,1.805219225700739,1.6110711954448056,0.9707401512796658,2.1193464092868894,1.951485938093651,0.8393023559661928
COVER__TEST__5964.pgm,5964.pgm,COVER,0,<BOSSBASE_ROOT>\cover\5964.pgm,0.010652510839726164,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.01159736182363297,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.019493871727031764,0.50048828125,0.548828125,0.50048828125,0.548828125,0.007785654765367813,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.009746104052554064,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.613637386938395,-0.7881104755557373,-0.7878800453961313,-0.6951629577316197,-0.8513932700972183,UNKNOWN,UNKNOWN_OR_COVER,HUGO,MiPOD,4.332704328287865,4.350874158852604,0.018169830564739087,-0.613637386938395,0.594492976836469,5.882050866169145,5.758393471023244,0.6182869757295036,4.870741691981432,4.748677919353032,0.6103188631420021,4.594782896005499,4.471149221295627,0.6181683735493599,4.451602923655159,4.332704328287865,0.594492976836469,4.474329066681379,4.350874158852604,0.6172745391438748
COVER__TEST__1554.pgm,1554.pgm,COVER,0,<BOSSBASE_ROOT>\cover\1554.pgm,0.00959645473238191,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.013273887454385737,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.009746104052554064,0.50048828125,0.548828125,0.50048828125,0.548828125,0.016277460912713496,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.06008665017400762,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6181263040630246,-0.7815267602097272,-0.8240638730508854,-0.6635205927333456,-0.6763607737902081,UNKNOWN,UNKNOWN_OR_COVER,HUGO,MiPOD,4.2451477316779815,4.2536634008889305,0.008515669210948928,-0.6181263040630246,0.5995627914274272,5.8164353907511614,5.692908515822157,0.6176343746450249,4.797175372138301,4.674906784825942,0.6113429365617927,4.5136971863577795,4.391262809252191,0.6121718855279422,4.365060289963467,4.2451477316779815,0.5995627914274272,4.383492182355694,4.2536634008889305,0.6491439073338179
COVER__TEST__987.pgm,987.pgm,COVER,0,<BOSSBASE_ROOT>\cover\987.pgm,0.010448625445116808,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.009412589587609823,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.008916127052872005,0.50048828125,0.548828125,0.50048828125,0.548828125,0.006692850924284856,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.008187909901696235,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6145040308912674,-0.7966900750763147,-0.8271447573842836,-0.6992349887472914,-0.8568110621747539,UNKNOWN,UNKNOWN_OR_COVER,HUGO,MiPOD,4.356032750472893,4.380335969335924,0.02430321886303144,-0.6145040308912674,0.5938436674763847,5.907263056655692,5.783630870876599,0.6181609288954661,4.89610789525039,4.774310513056278,0.6089869109705596,4.626243096554572,4.503910295007432,0.6116640077357,4.47480148396817,4.356032750472893,0.5938436674763847,4.5035986602439575,4.380335969335924,0.6163134545401683
COVER__TEST__249.pgm,249.pgm,COVER,0,<BOSSBASE_ROOT>\cover\249.pgm,0.9108630617274585,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.25590111940251914,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.03656250415974464,0.50048828125,0.548828125,0.50048828125,0.548828125,0.9639839292499327,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.13998317845438807,0.4921875,0.62451171875,0.4921875,0.62451171875,3.212835969495673,0.17127026301242054,-0.7245210821060344,2.8678452276845983,-0.39856305666892156,HUGO|RANGE_WEAK,AMBIGUOUS,HUGO,S-UNIWARD,3.6047244114133017,4.210199497726539,0.6054750863132377,3.212835969495673,0.6599151020455627,4.34786620027623,4.213621891995567,0.6712215414033151,4.366042233101964,4.210199497726539,0.7792136768771231,4.899977015929927,4.774214970958,0.6288102248596371,3.7367074318224143,3.6047244114133017,0.6599151020455627,4.611880814807917,4.471253526533149,0.7031364413738418
COVER__TEST__536.pgm,536.pgm,COVER,0,<BOSSBASE_ROOT>\cover\536.pgm,0.1288536400418638,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.382487365836115,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.48514993756064506,0.50048828125,0.548828125,0.50048828125,0.548828125,0.22815650216092537,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.4159067400117612,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.11120662654975413,0.6683743919033541,0.9406407190687468,0.12598800441661248,0.5608144926486447,UNKNOWN,UNKNOWN_OR_COVER,MiPOD,HILL,1.6306167179724946,1.708325591602679,0.0777088736301843,0.9406407190687468,0.9265560301773972,3.5754872958435295,3.4363145512402844,0.695863723016225,2.3840931030144503,2.207219806270642,0.8843664837190419,1.9052813295176172,1.708325591602679,0.984778689574691,2.310512370573338,2.162300643844136,0.7410586336460101,1.8159279240079742,1.6306167179724946,0.9265560301773972
COVER__TEST__2135.pgm,2135.pgm,COVER,0,<BOSSBASE_ROOT>\cover\2135.pgm,0.03978780836936238,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.6074885403658274,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.028925717867727442,0.50048828125,0.548828125,0.50048828125,0.548828125,0.039195133203298156,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.4650837792477026,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.4897936488051413,1.5519538961167363,-0.7528689221710002,-0.5781242307643222,0.7318015120919307,S-UNIWARD|MiPOD,AMBIGUOUS,S-UNIWARD,MiPOD,2.955894043047131,2.9973097038170966,0.04141566076996561,1.5519538961167363,0.9275004699038213,4.524983689789379,4.397670501942862,0.6365659392325869,3.1413941370278953,2.955894043047131,0.9275004699038213,3.3889975288563816,3.2641922438101205,0.6240264252313064,3.423688782311372,3.3009963751469806,0.6134620358219566,3.1919617616170237,2.9973097038170966,0.9732602889996351
COVER__TEST__3282.pgm,3282.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3282.pgm,0.012100385813544712,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.024469669638716426,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.01028830113371619,0.50048828125,0.548828125,0.50048828125,0.548828125,0.019832710804008783,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.012970386437368456,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6074829878310962,-0.7375609289540083,-0.8220512311420051,-0.6502729381392046,-0.8401825416070824,UNKNOWN,UNKNOWN_OR_COVER,HUGO,MiPOD,4.2868149801015925,4.32627372374699,0.039458743645397476,-0.6074829878310962,0.6016981806483812,5.855442360661861,5.731605795391531,0.6191828263516477,4.8347271616876,4.711081990315084,0.6182258568625782,4.57653741461449,4.454036635947261,0.6125038933361437,4.407154616231269,4.2868149801015925,0.6016981806483812,4.450127327469065,4.32627372374699,0.6192680186103781
COVER__TEST__3025.pgm,3025.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3025.pgm,0.5073122532856656,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5031966727530013,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.5001007914529499,0.50048828125,0.548828125,0.50048828125,0.548828125,0.5338531572877162,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.5058247792052629,0.4921875,0.62451171875,0.4921875,0.62451171875,1.4974856939993721,1.1423997821373901,0.9961384636392291,1.265081970109286,0.8734566881683097,S-UNIWARD|MiPOD,AMBIGUOUS,S-UNIWARD,MiPOD,1.1318441901118685,1.1874834828741199,0.055639292762251324,1.4974856939993721,0.997827941343786,2.0472337931462374,1.8472337931462375,1.0,1.3314097783806258,1.1318441901118685,0.997827941343786,1.6636416203283815,1.4637191032748964,0.9996125852674255,1.5272373113818836,1.3272373113818836,1.0,1.3874834828741198,1.1874834828741199,1.0
COVER__TEST__4338.pgm,4338.pgm,COVER,0,<BOSSBASE_ROOT>\cover\4338.pgm,0.010408314101072437,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.2598256379609837,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.48757427527681674,0.50048828125,0.548828125,0.50048828125,0.548828125,0.006823954786776902,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.6982265789711667,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6146753800093105,0.18668184550487726,0.9496398890354824,-0.698746466494466,1.5424316974131098,MiPOD|HILL,AMBIGUOUS,MiPOD,HILL,2.1153019738767953,2.118696734918713,0.0033947610419176044,1.5424316974131098,0.9289365328389501,4.209875441814152,4.086248239714184,0.618136010499837,3.1628948491555873,3.006439304368558,0.7822777239351443,2.316130539320653,2.118696734918713,0.9871690220096996,3.2643255997894736,3.1455412942337357,0.593921527778689,2.3010892804445855,2.1153019738767953,0.9289365328389501
COVER__TEST__3829.pgm,3829.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3829.pgm,0.4264410165154511,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5158485709011283,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.6125994089985654,0.50048828125,0.548828125,0.50048828125,0.548828125,0.0015669887925500437,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.6864751506634867,0.4921875,0.62451171875,0.4921875,0.62451171875,1.1537309662882438,1.192083780082939,1.4137346481817312,-0.7183350950955599,1.5015723506173166,HILL|MiPOD,AMBIGUOUS,HILL,MiPOD,1.1035078244837628,1.2346473479127187,0.13113952342895585,1.5015723506173166,0.9382195608194125,2.360274696467089,2.172863839108438,0.9370542867932546,1.6947955708545657,1.4947955708545657,1.0,1.2911517366476453,1.1035078244837628,0.9382195608194125,3.1473146752398664,3.029153176268259,0.5908074948580361,1.4226307993403648,1.2346473479127187,0.9399172571382305
COVER__TEST__8169.pgm,8169.pgm,COVER,0,<BOSSBASE_ROOT>\cover\8169.pgm,0.013795364421185227,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5295371019325037,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.3451052709578724,0.50048828125,0.548828125,0.50048828125,0.548828125,0.007606672164523265,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.23952718675313153,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6002782394803173,1.2458386348626633,0.42079327814235873,-0.6958298868496418,-0.05245166918221543,MiPOD|HILL,AMBIGUOUS,MiPOD,HILL,2.7935611709014663,2.819711642794804,0.026150471893337635,1.2458386348626633,0.776731682479683,4.400200513053251,4.276153869465113,0.6202332179406915,3.081197370897141,2.881197370897141,1.0,2.9909290876878045,2.819711642794804,0.8560872244650028,3.3774540711664574,3.2585767546746682,0.5943865824589462,2.948907507397403,2.7935611709014663,0.776731682479683
COVER__TEST__6036.pgm,6036.pgm,COVER,0,<BOSSBASE_ROOT>\cover\6036.pgm,0.01020905431880827,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.008511303026562552,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.010570488620307572,0.50048828125,0.548828125,0.50048828125,0.548828125,0.021781171331499802,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.026708464501444845,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.6155223621370924,-0.8002294269682719,-0.8210037478902361,-0.6430125393352503,-0.7924156760626678,UNKNOWN,UNKNOWN_OR_COVER,HUGO,MiPOD,4.28758916153457,4.322884302341536,0.03529514080696572,-0.6155223621370924,0.6028717087181238,5.866177190858322,5.742574620233614,0.6180128531235387,4.851957067899476,4.730269410594895,0.6084382865229071,4.5760077268782515,4.453472375146371,0.6126767586594002,4.408163503278195,4.28758916153457,0.6028717087181238,4.4484511579886385,4.322884302341536,0.627834278235514
COVER__TEST__4156.pgm,4156.pgm,COVER,0,<BOSSBASE_ROOT>\cover\4156.pgm,0.026305280534419988,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.010328152519305191,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.14817041344298693,0.50048828125,0.548828125,0.50048828125,0.548828125,0.01744248473620534,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.2004011490688267,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.5471030565730377,-0.7930946598836855,-0.3102312170545845,-0.6591794539443807,-0.18849167220410334,UNKNOWN,UNKNOWN_OR_COVER,MiPOD,HILL,3.6809230066267333,3.796792986244498,0.11586997961776468,-0.18849167220410334,0.7469280994203809,5.371364420911888,5.2457562170896015,0.6280410191114345,4.378874999918345,4.2569660534916745,0.6095447321333551,3.937404307722934,3.796792986244498,0.7030566073921798,3.9924556205180237,3.8724032798362993,0.6002617034086221,3.8303086265108095,3.6809230066267333,0.7469280994203809
